logical_id,method,replicate,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r4/api/10/5/recheck_joint/primary,recheck_joint,primary,10,5,ok,stop,331,184,128,139,45,[],1.1304685410577804,,UNKNOWN,prices_unknown
r4/api/10/6/bundle_rollout/primary,bundle_rollout,primary,10,6,ok,stop,358,173,128,132,41,[],1.3249867500271648,,UNKNOWN,prices_unknown
r4/api/10/6/bundle_myopic/primary,bundle_myopic,primary,10,6,ok,stop,357,188,128,148,40,[],1.2841672501526773,,UNKNOWN,prices_unknown
r4/api/10/6/recheck_joint/primary,recheck_joint,primary,10,6,ok,stop,357,248,0,208,40,[],1.7059800419956446,,UNKNOWN,prices_unknown
r4/api/10/6/age_paced/primary,age_paced,primary,10,6,ok,stop,357,170,0,130,40,[],1.3150576658081263,,UNKNOWN,prices_unknown
r4/api/10/7/bundle_myopic/primary,bundle_myopic,primary,10,7,ok,stop,357,209,128,169,40,[],1.1196464579552412,,UNKNOWN,prices_unknown
r4/api/10/7/recheck_joint/primary,recheck_joint,primary,10,7,ok,stop,357,273,128,233,40,[],1.3941160419490188,,UNKNOWN,prices_unknown
r4/api/10/7/age_paced/primary,age_paced,primary,10,7,ok,stop,357,221,0,181,40,[],1.0270079160109162,,UNKNOWN,prices_unknown
r4/api/10/7/bundle_rollout/primary,bundle_rollout,primary,10,7,ok,stop,358,281,0,240,41,[],2.1705929581075907,,UNKNOWN,prices_unknown
r4/api/11/0/age_paced/primary,age_paced,primary,11,0,ok,stop,357,273,0,233,40,[],1.3320688749663532,,UNKNOWN,prices_unknown
r4/api/11/0/recheck_joint/primary,recheck_joint,primary,11,0,ok,stop,357,200,128,160,40,[],1.2988301659934223,,UNKNOWN,prices_unknown
r4/api/11/0/bundle_rollout/primary,bundle_rollout,primary,11,0,ok,stop,357,264,128,202,62,[],1.403685666853562,,UNKNOWN,prices_unknown
r4/api/11/0/bundle_myopic/primary,bundle_myopic,primary,11,0,ok,stop,357,170,0,130,40,[],1.2882416660431772,,UNKNOWN,prices_unknown
r4/api/11/1/recheck_joint/primary,recheck_joint,primary,11,1,ok,stop,357,235,0,173,62,[],1.5736452918499708,,UNKNOWN,prices_unknown
r4/api/11/1/bundle_rollout/primary,bundle_rollout,primary,11,1,ok,stop,357,188,128,148,40,[],0.9188534168060869,,UNKNOWN,prices_unknown
r4/api/11/1/bundle_myopic/primary,bundle_myopic,primary,11,1,ok,stop,357,248,0,186,62,[],1.342772375093773,,UNKNOWN,prices_unknown
r4/api/11/1/age_paced/primary,age_paced,primary,11,1,ok,stop,357,199,128,159,40,[],1.3157787499949336,,UNKNOWN,prices_unknown
r4/api/11/2/bundle_rollout/primary,bundle_rollout,primary,11,2,ok,stop,313,172,128,144,28,[],1.351732708979398,,UNKNOWN,prices_unknown
r4/api/11/2/bundle_myopic/primary,bundle_myopic,primary,11,2,ok,stop,313,216,128,188,28,[],1.1910608331672847,,UNKNOWN,prices_unknown
r4/api/11/2/age_paced/primary,age_paced,primary,11,2,ok,stop,313,298,128,270,28,[],1.601328207878396,,UNKNOWN,prices_unknown
r4/api/11/2/recheck_joint/primary,recheck_joint,primary,11,2,ok,stop,313,454,128,426,28,[],1.9908356659580022,,UNKNOWN,prices_unknown
r4/api/11/3/bundle_myopic/primary,bundle_myopic,primary,11,3,ok,stop,331,373,0,328,45,[],1.8917586249299347,,UNKNOWN,prices_unknown
r4/api/11/3/bundle_myopic/repeat,bundle_myopic,repeat,11,3,ok,stop,331,316,128,271,45,[],1.9883698329795152,,UNKNOWN,prices_unknown
r4/api/11/3/age_paced/primary,age_paced,primary,11,3,ok,stop,331,368,128,323,45,[],2.069193458883092,,UNKNOWN,prices_unknown
r4/api/11/3/recheck_joint/primary,recheck_joint,primary,11,3,ok,stop,331,264,128,219,45,[],1.5698951659724116,,UNKNOWN,prices_unknown
r4/api/11/3/recheck_joint/repeat,recheck_joint,repeat,11,3,ok,stop,331,163,128,118,45,[],0.9008058330509812,,UNKNOWN,prices_unknown
r4/api/11/3/bundle_rollout/primary,bundle_rollout,primary,11,3,ok,stop,331,360,128,315,45,[],1.945597416954115,,UNKNOWN,prices_unknown
r4/api/11/4/age_paced/primary,age_paced,primary,11,4,ok,stop,313,335,128,307,28,[],1.685061041964218,,UNKNOWN,prices_unknown
r4/api/11/4/recheck_joint/primary,recheck_joint,primary,11,4,ok,stop,313,208,128,180,28,[],1.4230993329547346,,UNKNOWN,prices_unknown
r4/api/11/4/bundle_rollout/primary,bundle_rollout,primary,11,4,ok,stop,313,236,128,192,44,[],1.1395556658972055,,UNKNOWN,prices_unknown
r4/api/11/4/bundle_myopic/primary,bundle_myopic,primary,11,4,ok,stop,313,228,128,200,28,[],1.6089755829889327,,UNKNOWN,prices_unknown
r4/api/11/5/recheck_joint/primary,recheck_joint,primary,11,5,ok,stop,313,376,128,348,28,[],2.2245680000633,,UNKNOWN,prices_unknown
r4/api/11/5/bundle_rollout/primary,bundle_rollout,primary,11,5,ok,stop,313,352,128,324,28,[],1.702653125161305,,UNKNOWN,prices_unknown
r4/api/11/5/bundle_myopic/primary,bundle_myopic,primary,11,5,ok,stop,313,304,128,276,28,[],1.460224875016138,,UNKNOWN,prices_unknown
r4/api/11/5/age_paced/primary,age_paced,primary,11,5,ok,stop,313,219,128,191,28,[],1.7062487918883562,,UNKNOWN,prices_unknown
r4/api/11/6/bundle_rollout/primary,bundle_rollout,primary,11,6,ok,stop,313,169,0,141,28,[],0.9005615001078695,,UNKNOWN,prices_unknown
r4/api/11/6/bundle_myopic/primary,bundle_myopic,primary,11,6,ok,stop,313,723,128,695,28,[],3.8924027089960873,,UNKNOWN,prices_unknown
r4/api/11/6/age_paced/primary,age_paced,primary,11,6,ok,stop,313,238,128,210,28,[],1.5368175411131233,,UNKNOWN,prices_unknown
r4/api/11/6/recheck_joint/primary,recheck_joint,primary,11,6,ok,stop,313,274,128,246,28,[],1.39628079184331,,UNKNOWN,prices_unknown
r4/api/11/7/bundle_myopic/primary,bundle_myopic,primary,11,7,ok,stop,331,323,0,278,45,[],1.8052604999393225,,UNKNOWN,prices_unknown
r4/api/11/7/age_paced/primary,age_paced,primary,11,7,ok,stop,331,175,128,130,45,[],1.1819950840435922,,UNKNOWN,prices_unknown
r4/api/11/7/recheck_joint/primary,recheck_joint,primary,11,7,ok,stop,331,368,128,323,45,[],2.0444058338180184,,UNKNOWN,prices_unknown
r4/api/11/7/bundle_rollout/primary,bundle_rollout,primary,11,7,ok,stop,331,581,128,536,45,[],2.888476707972586,,UNKNOWN,prices_unknown
