stream,panel,condition,menu,left,right,action_differences,public_input_differences,answer_differences,cost_units_delta
108,3,no_drift,shared,random_32,random_16,0,0,0,0
109,3,no_drift,single,random_32,random_16,0,0,0,0
109,3,no_drift,shared,random_32,random_16,0,0,0,0
110,3,no_drift,single,random_32,random_16,0,0,0,0
110,3,no_drift,shared,random_32,random_16,0,0,0,0
111,3,no_drift,single,random_32,random_16,0,0,0,0
111,3,no_drift,shared,random_32,random_16,0,0,0,0
112,3,fast_drift,single,random_32,random_16,0,0,0,0
112,3,fast_drift,shared,random_32,random_16,0,0,0,0
113,3,fast_drift,single,random_32,random_16,0,0,0,0
113,3,fast_drift,shared,random_32,random_16,0,0,0,0
114,3,fast_drift,single,random_32,random_16,0,0,0,0
114,3,fast_drift,shared,random_32,random_16,0,0,0,0
115,3,fast_drift,single,random_32,random_16,0,0,0,0
115,3,fast_drift,shared,random_32,random_16,0,0,0,0
116,3,fast_drift,single,random_32,random_16,0,0,0,0
116,3,fast_drift,shared,random_32,random_16,0,0,0,0
117,3,fast_drift,single,random_32,random_16,0,0,0,0
117,3,fast_drift,shared,random_32,random_16,0,0,0,0
118,3,fast_drift,single,random_32,random_16,0,0,0,0
118,3,fast_drift,shared,random_32,random_16,0,0,0,0
119,3,fast_drift,single,random_32,random_16,0,0,0,0
119,3,fast_drift,shared,random_32,random_16,0,0,0,0
120,3,data_shift,single,random_32,random_16,0,0,0,0
120,3,data_shift,shared,random_32,random_16,0,0,0,0
121,3,data_shift,single,random_32,random_16,0,0,0,0
121,3,data_shift,shared,random_32,random_16,0,0,0,0
122,3,data_shift,single,random_32,random_16,0,0,0,0
122,3,data_shift,shared,random_32,random_16,0,0,0,0
123,3,data_shift,single,random_32,random_16,0,0,0,0
123,3,data_shift,shared,random_32,random_16,0,0,0,0
124,3,data_shift,single,random_32,random_16,0,0,0,0
124,3,data_shift,shared,random_32,random_16,0,0,0,0
125,3,data_shift,single,random_32,random_16,0,0,0,0
125,3,data_shift,shared,random_32,random_16,0,0,0,0
126,3,data_shift,single,random_32,random_16,0,0,0,0
126,3,data_shift,shared,random_32,random_16,0,0,0,0
127,3,data_shift,single,random_32,random_16,0,0,0,0
127,3,data_shift,shared,random_32,random_16,0,0,0,0
0,0,matched,single,full_joint,single_only,0,0,0,0
0,0,matched,shared,full_joint,single_only,1,0,0,-2
1,0,matched,single,full_joint,single_only,0,0,0,0
1,0,matched,shared,full_joint,single_only,0,0,0,0
2,0,matched,single,full_joint,single_only,0,0,0,0
2,0,matched,shared,full_joint,single_only,0,0,0,0
3,0,matched,single,full_joint,single_only,0,0,0,0
3,0,matched,shared,full_joint,single_only,0,0,0,0
4,0,matched,single,full_joint,single_only,0,0,0,0
4,0,matched,shared,full_joint,single_only,0,0,0,0
5,0,matched,single,full_joint,single_only,0,0,0,0
5,0,matched,shared,full_joint,single_only,0,0,0,0
6,0,matched,single,full_joint,single_only,0,0,0,0
6,0,matched,shared,full_joint,single_only,0,0,0,0
7,0,matched,single,full_joint,single_only,0,0,0,0
7,0,matched,shared,full_joint,single_only,0,0,0,0
8,0,no_drift,single,full_joint,single_only,0,0,0,0
8,0,no_drift,shared,full_joint,single_only,0,0,0,0
9,0,no_drift,single,full_joint,single_only,0,0,0,0
9,0,no_drift,shared,full_joint,single_only,0,0,0,0
10,0,no_drift,single,full_joint,single_only,1,0,0,-2
10,0,no_drift,shared,full_joint,single_only,1,0,0,-2
11,0,no_drift,single,full_joint,single_only,0,0,0,0
11,0,no_drift,shared,full_joint,single_only,0,0,0,0
12,0,no_drift,single,full_joint,single_only,0,0,0,0
12,0,no_drift,shared,full_joint,single_only,0,0,0,0
13,0,no_drift,single,full_joint,single_only,0,0,0,0
13,0,no_drift,shared,full_joint,single_only,0,0,0,0
14,0,no_drift,single,full_joint,single_only,0,0,0,0
14,0,no_drift,shared,full_joint,single_only,0,0,0,0
15,0,no_drift,single,full_joint,single_only,2,0,0,0
15,0,no_drift,shared,full_joint,single_only,0,0,0,0
16,0,fast_drift,single,full_joint,single_only,0,0,0,0
16,0,fast_drift,shared,full_joint,single_only,0,0,0,0
17,0,fast_drift,single,full_joint,single_only,0,0,0,0
17,0,fast_drift,shared,full_joint,single_only,0,0,0,0
18,0,fast_drift,single,full_joint,single_only,0,0,0,0
18,0,fast_drift,shared,full_joint,single_only,0,0,0,0
19,0,fast_drift,single,full_joint,single_only,0,0,0,0
19,0,fast_drift,shared,full_joint,single_only,5,3,2,-20
20,0,fast_drift,single,full_joint,single_only,2,1,0,0
20,0,fast_drift,shared,full_joint,single_only,0,0,0,0
21,0,fast_drift,single,full_joint,single_only,0,0,0,0
21,0,fast_drift,shared,full_joint,single_only,0,0,0,0
22,0,fast_drift,single,full_joint,single_only,0,0,0,0
22,0,fast_drift,shared,full_joint,single_only,0,0,0,0
23,0,fast_drift,single,full_joint,single_only,0,0,0,0
23,0,fast_drift,shared,full_joint,single_only,0,0,0,0
24,0,data_shift,single,full_joint,single_only,0,0,0,0
24,0,data_shift,shared,full_joint,single_only,0,0,0,0
25,0,data_shift,single,full_joint,single_only,0,0,0,0
25,0,data_shift,shared,full_joint,single_only,0,0,0,0
26,0,data_shift,single,full_joint,single_only,0,0,0,0
26,0,data_shift,shared,full_joint,single_only,0,0,0,0
27,0,data_shift,single,full_joint,single_only,0,0,0,0
27,0,data_shift,shared,full_joint,single_only,0,0,0,0
28,0,data_shift,single,full_joint,single_only,0,0,0,0
28,0,data_shift,shared,full_joint,single_only,0,0,0,0
29,0,data_shift,single,full_joint,single_only,0,0,0,0
29,0,data_shift,shared,full_joint,single_only,0,0,0,0
30,0,data_shift,single,full_joint,single_only,0,0,0,0
30,0,data_shift,shared,full_joint,single_only,0,0,0,0
31,0,data_shift,single,full_joint,single_only,0,0,0,0
31,0,data_shift,shared,full_joint,single_only,0,0,0,0
32,1,matched,single,full_joint,single_only,0,0,0,0
32,1,matched,shared,full_joint,single_only,0,0,0,0
33,1,matched,single,full_joint,single_only,0,0,0,0
33,1,matched,shared,full_joint,single_only,0,0,0,0
34,1,matched,single,full_joint,single_only,0,0,0,0
34,1,matched,shared,full_joint,single_only,6,4,3,-20
35,1,matched,single,full_joint,single_only,0,0,0,0
35,1,matched,shared,full_joint,single_only,0,0,0,0
36,1,matched,single,full_joint,single_only,3,0,0,-2
36,1,matched,shared,full_joint,single_only,2,0,0,0
37,1,matched,single,full_joint,single_only,0,0,0,0
37,1,matched,shared,full_joint,single_only,0,0,0,0
38,1,matched,single,full_joint,single_only,0,0,0,0
38,1,matched,shared,full_joint,single_only,0,0,0,0
39,1,matched,single,full_joint,single_only,0,0,0,0
39,1,matched,shared,full_joint,single_only,0,0,0,0
40,1,no_drift,single,full_joint,single_only,0,0,0,0
40,1,no_drift,shared,full_joint,single_only,0,0,0,0
41,1,no_drift,single,full_joint,single_only,0,0,0,0
41,1,no_drift,shared,full_joint,single_only,0,0,0,0
42,1,no_drift,single,full_joint,single_only,0,0,0,0
42,1,no_drift,shared,full_joint,single_only,0,0,0,0
43,1,no_drift,single,full_joint,single_only,5,0,0,0
43,1,no_drift,shared,full_joint,single_only,2,0,0,0
44,1,no_drift,single,full_joint,single_only,4,0,0,0
44,1,no_drift,shared,full_joint,single_only,2,0,0,0
45,1,no_drift,single,full_joint,single_only,0,0,0,0
45,1,no_drift,shared,full_joint,single_only,0,0,0,0
46,1,no_drift,single,full_joint,single_only,0,0,0,0
46,1,no_drift,shared,full_joint,single_only,0,0,0,0
47,1,no_drift,single,full_joint,single_only,1,0,0,-2
47,1,no_drift,shared,full_joint,single_only,5,0,0,0
48,1,fast_drift,single,full_joint,single_only,0,0,0,0
48,1,fast_drift,shared,full_joint,single_only,0,0,0,0
49,1,fast_drift,single,full_joint,single_only,0,0,0,0
49,1,fast_drift,shared,full_joint,single_only,0,0,0,0
50,1,fast_drift,single,full_joint,single_only,0,0,0,0
50,1,fast_drift,shared,full_joint,single_only,0,0,0,0
51,1,fast_drift,single,full_joint,single_only,0,0,0,0
51,1,fast_drift,shared,full_joint,single_only,0,0,0,0
52,1,fast_drift,single,full_joint,single_only,2,0,0,0
52,1,fast_drift,shared,full_joint,single_only,2,1,1,-19
53,1,fast_drift,single,full_joint,single_only,0,0,0,0
53,1,fast_drift,shared,full_joint,single_only,0,0,0,0
54,1,fast_drift,single,full_joint,single_only,0,0,0,0
54,1,fast_drift,shared,full_joint,single_only,0,0,0,0
55,1,fast_drift,single,full_joint,single_only,0,0,0,0
55,1,fast_drift,shared,full_joint,single_only,6,3,1,-20
56,1,data_shift,single,full_joint,single_only,0,0,0,0
56,1,data_shift,shared,full_joint,single_only,0,0,0,0
57,1,data_shift,single,full_joint,single_only,0,0,0,0
57,1,data_shift,shared,full_joint,single_only,0,0,0,0
58,1,data_shift,single,full_joint,single_only,0,0,0,0
58,1,data_shift,shared,full_joint,single_only,0,0,0,0
59,1,data_shift,single,full_joint,single_only,0,0,0,0
59,1,data_shift,shared,full_joint,single_only,0,0,0,0
60,1,data_shift,single,full_joint,single_only,0,0,0,0
60,1,data_shift,shared,full_joint,single_only,0,0,0,0
61,1,data_shift,single,full_joint,single_only,0,0,0,0
61,1,data_shift,shared,full_joint,single_only,0,0,0,0
62,1,data_shift,single,full_joint,single_only,0,0,0,0
62,1,data_shift,shared,full_joint,single_only,2,4,3,-59
63,1,data_shift,single,full_joint,single_only,0,0,0,0
63,1,data_shift,shared,full_joint,single_only,0,0,0,0
64,2,matched,single,full_joint,single_only,0,0,0,0
64,2,matched,shared,full_joint,single_only,0,0,0,0
65,2,matched,single,full_joint,single_only,0,0,0,0
65,2,matched,shared,full_joint,single_only,0,0,0,0
66,2,matched,single,full_joint,single_only,0,0,0,0
66,2,matched,shared,full_joint,single_only,0,0,0,0
67,2,matched,single,full_joint,single_only,0,0,0,0
67,2,matched,shared,full_joint,single_only,0,0,0,0
68,2,matched,single,full_joint,single_only,0,0,0,0
68,2,matched,shared,full_joint,single_only,0,0,0,0
69,2,matched,single,full_joint,single_only,0,0,0,0
69,2,matched,shared,full_joint,single_only,0,0,0,0
70,2,matched,single,full_joint,single_only,0,0,0,0
70,2,matched,shared,full_joint,single_only,0,0,0,0
71,2,matched,single,full_joint,single_only,0,0,0,0
71,2,matched,shared,full_joint,single_only,0,0,0,0
72,2,no_drift,single,full_joint,single_only,0,0,0,0
72,2,no_drift,shared,full_joint,single_only,0,0,0,0
73,2,no_drift,single,full_joint,single_only,0,0,0,0
73,2,no_drift,shared,full_joint,single_only,0,0,0,0
74,2,no_drift,single,full_joint,single_only,0,0,0,0
74,2,no_drift,shared,full_joint,single_only,0,0,0,0
75,2,no_drift,single,full_joint,single_only,0,0,0,0
75,2,no_drift,shared,full_joint,single_only,0,0,0,0
76,2,no_drift,single,full_joint,single_only,0,0,0,0
76,2,no_drift,shared,full_joint,single_only,0,0,0,0
77,2,no_drift,single,full_joint,single_only,0,0,0,0
77,2,no_drift,shared,full_joint,single_only,0,0,0,0
78,2,no_drift,single,full_joint,single_only,0,0,0,0
78,2,no_drift,shared,full_joint,single_only,0,0,0,0
79,2,no_drift,single,full_joint,single_only,0,0,0,0
79,2,no_drift,shared,full_joint,single_only,0,0,0,0
80,2,fast_drift,single,full_joint,single_only,0,0,0,0
80,2,fast_drift,shared,full_joint,single_only,0,0,0,0
81,2,fast_drift,single,full_joint,single_only,0,0,0,0
81,2,fast_drift,shared,full_joint,single_only,0,0,0,0
82,2,fast_drift,single,full_joint,single_only,0,0,0,0
82,2,fast_drift,shared,full_joint,single_only,0,0,0,0
83,2,fast_drift,single,full_joint,single_only,0,0,0,0
83,2,fast_drift,shared,full_joint,single_only,0,0,0,0
84,2,fast_drift,single,full_joint,single_only,0,0,0,0
84,2,fast_drift,shared,full_joint,single_only,0,0,0,0
85,2,fast_drift,single,full_joint,single_only,0,0,0,0
85,2,fast_drift,shared,full_joint,single_only,0,0,0,0
86,2,fast_drift,single,full_joint,single_only,0,0,0,0
86,2,fast_drift,shared,full_joint,single_only,0,0,0,0
87,2,fast_drift,single,full_joint,single_only,0,0,0,0
87,2,fast_drift,shared,full_joint,single_only,0,0,0,0
88,2,data_shift,single,full_joint,single_only,0,0,0,0
88,2,data_shift,shared,full_joint,single_only,0,0,0,0
89,2,data_shift,single,full_joint,single_only,0,0,0,0
89,2,data_shift,shared,full_joint,single_only,0,0,0,0
90,2,data_shift,single,full_joint,single_only,0,0,0,0
90,2,data_shift,shared,full_joint,single_only,0,0,0,0
91,2,data_shift,single,full_joint,single_only,0,0,0,0
91,2,data_shift,shared,full_joint,single_only,0,0,0,0
92,2,data_shift,single,full_joint,single_only,0,0,0,0
92,2,data_shift,shared,full_joint,single_only,2,1,0,0
93,2,data_shift,single,full_joint,single_only,0,0,0,0
93,2,data_shift,shared,full_joint,single_only,0,0,0,0
94,2,data_shift,single,full_joint,single_only,0,0,0,0
94,2,data_shift,shared,full_joint,single_only,0,0,0,0
95,2,data_shift,single,full_joint,single_only,0,0,0,0
95,2,data_shift,shared,full_joint,single_only,0,0,0,0
96,3,matched,single,full_joint,single_only,0,0,0,0
96,3,matched,shared,full_joint,single_only,0,0,0,0
97,3,matched,single,full_joint,single_only,0,0,0,0
97,3,matched,shared,full_joint,single_only,0,0,0,0
98,3,matched,single,full_joint,single_only,0,0,0,0
98,3,matched,shared,full_joint,single_only,0,0,0,0
99,3,matched,single,full_joint,single_only,0,0,0,0
99,3,matched,shared,full_joint,single_only,0,0,0,0
100,3,matched,single,full_joint,single_only,0,0,0,0
100,3,matched,shared,full_joint,single_only,0,0,0,0
101,3,matched,single,full_joint,single_only,0,0,0,0
101,3,matched,shared,full_joint,single_only,0,0,0,0
102,3,matched,single,full_joint,single_only,0,0,0,0
102,3,matched,shared,full_joint,single_only,0,0,0,0
103,3,matched,single,full_joint,single_only,0,0,0,0
103,3,matched,shared,full_joint,single_only,0,0,0,0
104,3,no_drift,single,full_joint,single_only,0,0,0,0
104,3,no_drift,shared,full_joint,single_only,0,0,0,0
105,3,no_drift,single,full_joint,single_only,0,0,0,0
105,3,no_drift,shared,full_joint,single_only,0,0,0,0
106,3,no_drift,single,full_joint,single_only,0,0,0,0
106,3,no_drift,shared,full_joint,single_only,0,0,0,0
107,3,no_drift,single,full_joint,single_only,0,0,0,0
107,3,no_drift,shared,full_joint,single_only,3,0,0,0
108,3,no_drift,single,full_joint,single_only,0,0,0,0
108,3,no_drift,shared,full_joint,single_only,3,0,0,0
109,3,no_drift,single,full_joint,single_only,0,0,0,0
109,3,no_drift,shared,full_joint,single_only,0,0,0,0
110,3,no_drift,single,full_joint,single_only,0,0,0,0
110,3,no_drift,shared,full_joint,single_only,0,0,0,0
111,3,no_drift,single,full_joint,single_only,0,0,0,0
111,3,no_drift,shared,full_joint,single_only,0,0,0,0
112,3,fast_drift,single,full_joint,single_only,0,0,0,0
112,3,fast_drift,shared,full_joint,single_only,0,0,0,0
113,3,fast_drift,single,full_joint,single_only,0,0,0,0
113,3,fast_drift,shared,full_joint,single_only,0,0,0,0
114,3,fast_drift,single,full_joint,single_only,0,0,0,0
114,3,fast_drift,shared,full_joint,single_only,0,0,0,0
115,3,fast_drift,single,full_joint,single_only,0,0,0,0
115,3,fast_drift,shared,full_joint,single_only,0,0,0,0
116,3,fast_drift,single,full_joint,single_only,0,0,0,0
116,3,fast_drift,shared,full_joint,single_only,0,0,0,0
117,3,fast_drift,single,full_joint,single_only,0,0,0,0
117,3,fast_drift,shared,full_joint,single_only,0,0,0,0
118,3,fast_drift,single,full_joint,single_only,0,0,0,0
118,3,fast_drift,shared,full_joint,single_only,0,0,0,0
119,3,fast_drift,single,full_joint,single_only,0,0,0,0
119,3,fast_drift,shared,full_joint,single_only,0,0,0,0
120,3,data_shift,single,full_joint,single_only,0,0,0,0
120,3,data_shift,shared,full_joint,single_only,0,0,0,0
121,3,data_shift,single,full_joint,single_only,0,0,0,0
121,3,data_shift,shared,full_joint,single_only,0,0,0,0
122,3,data_shift,single,full_joint,single_only,4,0,0,0
122,3,data_shift,shared,full_joint,single_only,0,0,0,0
123,3,data_shift,single,full_joint,single_only,0,0,0,0
123,3,data_shift,shared,full_joint,single_only,0,0,0,0
124,3,data_shift,single,full_joint,single_only,1,4,4,78
124,3,data_shift,shared,full_joint,single_only,1,4,4,78
125,3,data_shift,single,full_joint,single_only,0,0,0,0
125,3,data_shift,shared,full_joint,single_only,0,0,0,0
126,3,data_shift,single,full_joint,single_only,0,0,0,0
126,3,data_shift,shared,full_joint,single_only,0,0,0,0
127,3,data_shift,single,full_joint,single_only,0,0,0,0
127,3,data_shift,shared,full_joint,single_only,0,0,0,0
