condition,menu,method,deployment_episodes,price_per_calibration_workflow,runtime_j_per_episode,startup_proxy_per_episode,standalone_calibration_workflows,amortized_proxy_per_episode,scope
matched,shared,occupancy_16,10,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,10,0.001,1.8875,0.3,1648.0,2.3523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,10,0.01,1.8875,0.3,1648.0,3.8355,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,100,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,100,0.001,1.8875,0.3,1648.0,2.20398,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,100,0.01,1.8875,0.3,1648.0,2.3523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,1000,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,1000,0.001,1.8875,0.3,1648.0,2.189148,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_16,1000,0.01,1.8875,0.3,1648.0,2.20398,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,10,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,10,0.001,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,10,0.01,1.8875,0.3,1904.0,4.0915,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,100,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,100,0.001,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,100,0.01,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,1000,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,1000,0.001,1.8875,0.3,1904.0,2.189404,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,occupancy_32,1000,0.01,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,10,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,10,0.001,1.8875,0.3,1648.0,2.3523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,10,0.01,1.8875,0.3,1648.0,3.8355,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,100,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,100,0.001,1.8875,0.3,1648.0,2.20398,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,100,0.01,1.8875,0.3,1648.0,2.3523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,1000,0.0,1.8875,0.3,1648.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,1000,0.001,1.8875,0.3,1648.0,2.189148,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_16,1000,0.01,1.8875,0.3,1648.0,2.20398,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,10,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,10,0.001,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,10,0.01,1.8875,0.3,1904.0,4.0915,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,100,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,100,0.001,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,100,0.01,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,1000,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,1000,0.001,1.8875,0.3,1904.0,2.189404,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,random_32,1000,0.01,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,10,0.0,1.921875,0.3,1392.0,2.221875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,10,0.001,1.921875,0.3,1392.0,2.361075,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,10,0.01,1.921875,0.3,1392.0,3.6138749999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,100,0.0,1.921875,0.3,1392.0,2.221875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,100,0.001,1.921875,0.3,1392.0,2.235795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,100,0.01,1.921875,0.3,1392.0,2.3610749999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,1000,0.0,1.921875,0.3,1392.0,2.221875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,1000,0.001,1.921875,0.3,1392.0,2.223267,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,single_only,1000,0.01,1.921875,0.3,1392.0,2.235795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,10,0.0,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,10,0.001,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,10,0.01,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,100,0.0,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,100,0.001,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,100,0.01,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,1000,0.0,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,1000,0.001,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,any_exact,1000,0.01,2.43125,0.3,0.0,2.73125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,10,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,10,0.001,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,10,0.01,2.3,0.3,1648.0,4.247999999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,100,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,100,0.001,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,100,0.01,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,1000,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,1000,0.001,2.3,0.3,1648.0,2.6016479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_16,1000,0.01,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,10,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,10,0.001,2.3,0.3,1904.0,2.7903999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,10,0.01,2.3,0.3,1904.0,4.504,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,100,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,100,0.001,2.3,0.3,1904.0,2.6190399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,100,0.01,2.3,0.3,1904.0,2.7903999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,1000,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,1000,0.001,2.3,0.3,1904.0,2.6019039999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,decision_32,1000,0.01,2.3,0.3,1904.0,2.6190399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,10,0.0,2.296875,0.3,2992.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,10,0.001,2.296875,0.3,2992.0,2.8960749999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,10,0.01,2.296875,0.3,2992.0,5.588875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,100,0.0,2.296875,0.3,2992.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,100,0.001,2.296875,0.3,2992.0,2.626795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,100,0.01,2.296875,0.3,2992.0,2.8960749999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,1000,0.0,2.296875,0.3,2992.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,1000,0.001,2.296875,0.3,2992.0,2.5998669999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,full_joint,1000,0.01,2.296875,0.3,2992.0,2.626795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,10,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,10,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,10,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,100,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,100,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,100,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,1000,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,1000,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,never,1000,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,10,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,10,0.001,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,10,0.01,2.3,0.3,1648.0,4.247999999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,100,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,100,0.001,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,100,0.01,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,1000,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,1000,0.001,2.3,0.3,1648.0,2.6016479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_16,1000,0.01,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,10,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,10,0.001,2.3,0.3,1904.0,2.7903999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,10,0.01,2.3,0.3,1904.0,4.504,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,100,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,100,0.001,2.3,0.3,1904.0,2.6190399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,100,0.01,2.3,0.3,1904.0,2.7903999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,1000,0.0,2.3,0.3,1904.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,1000,0.001,2.3,0.3,1904.0,2.6019039999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,occupancy_32,1000,0.01,2.3,0.3,1904.0,2.6190399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,10,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,10,0.001,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,10,0.01,2.3,0.3,1648.0,4.247999999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,100,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,100,0.001,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,100,0.01,2.3,0.3,1648.0,2.7647999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,1000,0.0,2.3,0.3,1648.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,1000,0.001,2.3,0.3,1648.0,2.6016479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_16,1000,0.01,2.3,0.3,1648.0,2.6164799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,10,0.0,2.296875,0.3,1904.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,10,0.001,2.296875,0.3,1904.0,2.7872749999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,10,0.01,2.296875,0.3,1904.0,4.500875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,100,0.0,2.296875,0.3,1904.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,100,0.001,2.296875,0.3,1904.0,2.6159149999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,100,0.01,2.296875,0.3,1904.0,2.7872749999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,1000,0.0,2.296875,0.3,1904.0,2.596875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,1000,0.001,2.296875,0.3,1904.0,2.598779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,random_32,1000,0.01,2.296875,0.3,1904.0,2.6159149999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,10,0.0,2.3,0.3,1392.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,10,0.001,2.3,0.3,1392.0,2.7392,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,10,0.01,2.3,0.3,1392.0,3.9919999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,100,0.0,2.3,0.3,1392.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,100,0.001,2.3,0.3,1392.0,2.61392,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,100,0.01,2.3,0.3,1392.0,2.7391999999999994,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,1000,0.0,2.3,0.3,1392.0,2.5999999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,1000,0.001,2.3,0.3,1392.0,2.6013919999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,single,single_only,1000,0.01,2.3,0.3,1392.0,2.61392,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,10,0.0,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,10,0.001,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,10,0.01,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,100,0.0,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,100,0.001,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,100,0.01,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,1000,0.0,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,1000,0.001,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,any_exact,1000,0.01,0.396875,0.3,0.0,0.696875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,10,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,10,0.001,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,10,0.01,0.3890625,0.3,1648.0,2.3370625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,100,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,100,0.001,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,100,0.01,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,1000,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,1000,0.001,0.3890625,0.3,1648.0,0.6907105,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_16,1000,0.01,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,10,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,10,0.001,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,10,0.01,0.3890625,0.3,1904.0,2.5930625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,100,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,100,0.001,0.3890625,0.3,1904.0,0.7081025000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,100,0.01,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,1000,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,1000,0.001,0.3890625,0.3,1904.0,0.6909665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,decision_32,1000,0.01,0.3890625,0.3,1904.0,0.7081025,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,10,0.0,0.3890625,0.3,2992.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,10,0.001,0.3890625,0.3,2992.0,0.9882625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,10,0.01,0.3890625,0.3,2992.0,3.6810625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,100,0.0,0.3890625,0.3,2992.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,100,0.001,0.3890625,0.3,2992.0,0.7189825,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,100,0.01,0.3890625,0.3,2992.0,0.9882625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,1000,0.0,0.3890625,0.3,2992.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,1000,0.001,0.3890625,0.3,2992.0,0.6920545,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,full_joint,1000,0.01,0.3890625,0.3,2992.0,0.7189825000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,10,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,10,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,10,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,100,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,100,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,100,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,1000,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,1000,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,never,1000,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,10,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,10,0.001,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,10,0.01,0.3890625,0.3,1648.0,2.3370625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,100,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,100,0.001,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,100,0.01,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,1000,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,1000,0.001,0.3890625,0.3,1648.0,0.6907105,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_16,1000,0.01,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,10,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,10,0.001,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,10,0.01,0.3890625,0.3,1904.0,2.5930625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,100,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,100,0.001,0.3890625,0.3,1904.0,0.7081025000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,100,0.01,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,1000,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,1000,0.001,0.3890625,0.3,1904.0,0.6909665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,occupancy_32,1000,0.01,0.3890625,0.3,1904.0,0.7081025,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,10,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,10,0.001,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,10,0.01,0.3890625,0.3,1648.0,2.3370625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,100,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,100,0.001,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,100,0.01,0.3890625,0.3,1648.0,0.8538625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,1000,0.0,0.3890625,0.3,1648.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,1000,0.001,0.3890625,0.3,1648.0,0.6907105,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_16,1000,0.01,0.3890625,0.3,1648.0,0.7055425000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
