stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
47,1,no_drift,shared,occupancy_32,4,0,3,3,1,1,1,0.16328538239999998,7.58306123316288e-06,1.2919772416353226e-06,1.1124880984425545e-05
47,1,no_drift,shared,occupancy_32,5,0,0,0,1,1,1,0.0840392914332672,7.708091288805008e-06,4.998873919248581e-07,1.1667143553495407e-05
47,1,no_drift,shared,occupancy_32,6,0,2,2,1,1,1,0.03396658284173722,7.375143468379974e-06,1.0419171303510666e-06,1.1499971151351929e-05
47,1,no_drift,shared,occupancy_32,7,0,0,0,1,1,1,0.10581797363718455,7.5409188866615295e-06,5.420297384262085e-07,1.0582851245999336e-05
48,1,fast_drift,shared,occupancy_32,0,0,0,0,3,3,3,0.1926,1.00000761449337e-05,7.909256964921951e-07,1.1625001206994057e-05
48,1,fast_drift,shared,occupancy_32,1,0,0,0,3,3,7,0.32573375999999993,8.249888196587563e-06,6.670597940683365e-07,9.124865755438805e-06
48,1,fast_drift,shared,occupancy_32,2,0,3,3,3,3,3,0.0,7.832888513803482e-06,1.5420373529195786e-06,9.624985978007317e-06
48,1,fast_drift,shared,occupancy_32,3,1,0,20,3,3,0,0.1926,7.4589625000953674e-06,5.841720849275589e-07,1.1666212230920792e-05
48,1,fast_drift,shared,occupancy_32,4,0,2,2,3,1,0,0.1452,7.4999406933784485e-06,1.0421499609947205e-06,6.541842594742775e-06
48,1,fast_drift,shared,occupancy_32,5,1,0,20,1,1,2,0.28970976,7.4589625000953674e-06,5.420297384262085e-07,1.1292053386569023e-05
48,1,fast_drift,shared,occupancy_32,6,0,3,3,1,2,2,0.0,7.2498805820941925e-06,1.209089532494545e-06,8.292030543088913e-06
48,1,fast_drift,shared,occupancy_32,7,1,0,20,2,2,0,0.2256,7.458031177520752e-06,5.00120222568512e-07,1.2457836419343948e-05
49,1,fast_drift,shared,occupancy_32,0,0,0,0,6,6,6,0.12,9.375158697366714e-06,8.749775588512421e-07,5.749985575675964e-06
49,1,fast_drift,shared,occupancy_32,1,0,2,2,6,6,6,0.0,8.082948625087738e-06,1.2919772416353226e-06,5.082925781607628e-06
49,1,fast_drift,shared,occupancy_32,2,0,0,0,6,6,4,0.12,7.666880264878273e-06,5.408655852079391e-07,4.166038706898689e-06
49,1,fast_drift,shared,occupancy_32,3,0,2,2,6,2,1,0.0,7.4999406933784485e-06,1.00000761449337e-06,4.459172487258911e-06
49,1,fast_drift,shared,occupancy_32,4,0,3,3,2,1,1,0.06,7.292022928595543e-06,1.2079253792762756e-06,1.845788210630417e-05
49,1,fast_drift,shared,occupancy_32,5,1,0,20,1,1,5,0.22863947999999998,7.95791856944561e-06,6.2515027821064e-07,1.6416888684034348e-05
49,1,fast_drift,shared,occupancy_32,6,1,0,20,1,1,4,0.3439709517004799,7.375143468379974e-06,6.249174475669861e-07,1.3582874089479446e-05
49,1,fast_drift,shared,occupancy_32,7,1,0,20,1,1,4,0.42463582954168266,7.583992555737495e-06,5.841720849275589e-07,1.2875068932771683e-05
50,1,fast_drift,shared,occupancy_32,0,0,0,0,5,5,5,0.215832,1.00000761449337e-05,8.749775588512421e-07,1.6165897250175476e-05
50,1,fast_drift,shared,occupancy_32,1,0,2,2,5,5,1,0.18684863999999995,8.16606916487217e-06,1.2919772416353226e-06,1.400010660290718e-05
50,1,fast_drift,shared,occupancy_32,2,0,0,0,5,5,1,0.33411126392831997,7.6249707490205765e-06,6.249174475669861e-07,1.3541895896196365e-05
50,1,fast_drift,shared,occupancy_32,3,0,3,3,5,1,1,0.14577024,7.584225386381149e-06,1.333886757493019e-06,1.5208031982183456e-05
50,1,fast_drift,shared,occupancy_32,4,0,0,0,1,1,1,0.31412164687871996,7.790978997945786e-06,5.00120222568512e-07,1.3667158782482147e-05
50,1,fast_drift,shared,occupancy_32,5,1,0,20,1,1,5,0.2112,7.667113095521927e-06,5.830079317092896e-07,4.332978278398514e-06
50,1,fast_drift,shared,occupancy_32,6,0,2,2,1,1,0,0.0,7.58306123316288e-06,1.0828953236341476e-06,4.125060513615608e-06
50,1,fast_drift,shared,occupancy_32,7,0,0,0,1,1,1,0.12,7.709022611379623e-06,5.00120222568512e-07,3.958120942115784e-06
51,1,fast_drift,shared,occupancy_32,0,1,0,20,0,0,2,0.265464,1.0041985660791397e-05,8.33999365568161e-07,1.4750054106116295e-05
51,1,fast_drift,shared,occupancy_32,1,1,0,20,0,0,6,0.43308729446399996,8.291099220514297e-06,6.249174475669861e-07,1.1958880349993706e-05
51,1,fast_drift,shared,occupancy_32,2,0,3,3,0,2,2,0.192852,7.917173206806183e-06,1.541106030344963e-06,2.0832987502217293e-05
51,1,fast_drift,shared,occupancy_32,3,0,2,2,2,2,2,0.2256,7.6249707490205765e-06,1.125037670135498e-06,1.937500201165676e-05
51,1,fast_drift,shared,occupancy_32,4,0,0,0,2,2,2,0.4291265087999999,7.4999406933784485e-06,5.830079317092896e-07,1.9040890038013458e-05
51,1,fast_drift,shared,occupancy_32,5,0,3,3,2,0,0,0.1452,7.62520357966423e-06,1.291045919060707e-06,1.9249971956014633e-05
51,1,fast_drift,shared,occupancy_32,6,0,0,0,0,0,0,0.3276142464,7.500173524022102e-06,5.830079317092896e-07,1.7999904230237007e-05
51,1,fast_drift,shared,occupancy_32,7,0,0,0,0,0,0,0.47103844150640634,7.667113095521927e-06,5.417969077825546e-07,1.816614530980587e-05
52,1,fast_drift,shared,occupancy_32,0,1,0,20,6,6,3,0.144816,1.037493348121643e-05,8.33999365568161e-07,4.624947905540466e-06
52,1,fast_drift,shared,occupancy_32,1,0,2,2,6,7,7,0.04722431999999999,8.124858140945435e-06,1.3748649507761002e-06,1.900014467537403e-05
52,1,fast_drift,shared,occupancy_32,2,0,0,0,7,7,6,0.058188287232,8.124858140945435e-06,6.670597940683365e-07,1.4083925634622574e-05
52,1,fast_drift,shared,occupancy_32,3,0,0,0,7,7,6,0.06502230990520319,7.958849892020226e-06,5.83939254283905e-07,1.3665994629263878e-05
52,1,fast_drift,shared,occupancy_32,4,0,0,0,7,7,6,0.06935058015324536,7.583992555737495e-06,5.420297384262085e-07,1.3499986380338669e-05
52,1,fast_drift,shared,occupancy_32,5,0,0,0,7,7,7,0.07214010250003451,7.916940376162529e-06,5.41098415851593e-07,1.5666941180825233e-05
52,1,fast_drift,shared,occupancy_32,6,0,3,3,7,3,3,0.09330593279999999,7.792143151164055e-06,1.3329554349184036e-06,1.6458099707961082e-05
52,1,fast_drift,shared,occupancy_32,7,0,3,3,3,1,1,0.08249999999999999,8.082948625087738e-06,1.250067725777626e-06,1.5582889318466187e-05
53,1,fast_drift,shared,occupancy_32,0,1,0,20,0,0,1,0.2256,1.0041985660791397e-05,9.59029421210289e-07,4.62518073618412e-06
53,1,fast_drift,shared,occupancy_32,1,0,3,3,0,0,0,0.0,8.167000487446785e-06,1.4170072972774506e-06,1.0791933164000511e-05
53,1,fast_drift,shared,occupancy_32,2,0,0,0,0,0,0,0.2256,7.874798029661179e-06,6.249174475669861e-07,9.70880500972271e-06
53,1,fast_drift,shared,occupancy_32,3,1,0,20,0,0,1,0.37779455999999995,7.4999406933784485e-06,5.420297384262085e-07,2.7078203856945038e-06
53,1,fast_drift,shared,occupancy_32,4,0,3,3,0,1,5,0.0,7.58306123316288e-06,1.3329554349184036e-06,8.916016668081284e-06
53,1,fast_drift,shared,occupancy_32,5,0,0,0,1,1,1,0.1926,7.4999406933784485e-06,5.420297384262085e-07,8.750008419156075e-06
53,1,fast_drift,shared,occupancy_32,6,0,2,2,1,3,3,0.1452,7.582828402519226e-06,1.0828953236341476e-06,8.499948307871819e-06
53,1,fast_drift,shared,occupancy_32,7,1,0,20,3,3,1,0.28970976,7.875030860304832e-06,5.420297384262085e-07,1.3249926269054413e-05
54,1,fast_drift,shared,occupancy_32,0,0,0,0,0,0,0,0.12,9.833835065364838e-06,7.920898497104645e-07,6.541842594742775e-06
54,1,fast_drift,shared,occupancy_32,1,0,2,2,0,0,0,0.0,7.958151400089264e-06,1.375097781419754e-06,5.166977643966675e-06
54,1,fast_drift,shared,occupancy_32,2,0,0,0,0,0,0,0.12,7.541850209236145e-06,6.2515027821064e-07,4.665926098823547e-06
54,1,fast_drift,shared,occupancy_32,3,0,2,2,0,0,0,0.0,7.6249707490205765e-06,1.0831281542778015e-06,4.250090569257736e-06
54,1,fast_drift,shared,occupancy_32,4,0,0,0,0,0,2,0.12,7.458031177520752e-06,5.00120222568512e-07,4.082918167114258e-06
54,1,fast_drift,shared,occupancy_32,5,0,2,2,0,0,2,0.0,7.4999406933784485e-06,8.749775588512421e-07,4.041939973831177e-06
54,1,fast_drift,shared,occupancy_32,6,1,2,22,0,0,6,0.13151610407116798,7.458031177520752e-06,1.0421499609947205e-06,1.3459008187055588e-05
54,1,fast_drift,shared,occupancy_32,7,1,0,20,0,0,3,0.27205371602626566,7.750000804662704e-06,6.658956408500671e-07,3.0410010367631912e-06
55,1,fast_drift,shared,occupancy_32,0,1,0,20,3,3,1,0.231672,9.750016033649445e-06,7.920898497104645e-07,1.4874851331114769e-05
55,1,fast_drift,shared,occupancy_32,1,0,3,3,3,1,1,0.0924,8.250121027231216e-06,1.458916813135147e-06,1.7459038645029068e-05
55,1,fast_drift,shared,occupancy_32,2,0,0,0,1,1,1,0.08448489719999999,7.709022611379623e-06,5.83939254283905e-07,1.6707926988601685e-05
55,1,fast_drift,shared,occupancy_32,3,0,0,0,1,1,1,0.4094943594627071,7.750000804662704e-06,5.420297384262085e-07,1.7041806131601334e-05
55,1,fast_drift,shared,occupancy_32,4,0,3,3,1,1,0,0.16328538239999998,7.500173524022102e-06,1.2919772416353226e-06,1.3832934200763702e-05
55,1,fast_drift,shared,occupancy_32,5,0,2,2,1,0,0,0.12,7.4999406933784485e-06,1.1669471859931946e-06,1.254212111234665e-05
55,1,fast_drift,shared,occupancy_32,6,0,0,0,0,0,4,0.30585599999999996,7.875030860304832e-06,5.830079317092896e-07,1.254212111234665e-05
55,1,fast_drift,shared,occupancy_32,7,1,0,20,0,0,2,0.43246786559999995,7.6249707490205765e-06,5.417969077825546e-07,8.499948307871819e-06
56,1,data_shift,shared,occupancy_32,0,0,0,0,6,6,6,0.2256,9.790994226932526e-06,8.328352123498917e-07,1.6124919056892395e-05
56,1,data_shift,shared,occupancy_32,1,0,3,3,6,6,6,0.0,7.875030860304832e-06,1.333886757493019e-06,1.3458076864480972e-05
56,1,data_shift,shared,occupancy_32,2,0,0,0,6,6,6,0.2256,7.667113095521927e-06,6.249174475669861e-07,1.354212872684002e-05
56,1,data_shift,shared,occupancy_32,3,1,0,20,6,6,7,0.37779455999999995,7.542083039879799e-06,5.417969077825546e-07,2.5408808141946793e-06
56,1,data_shift,shared,occupancy_32,4,0,2,2,6,6,7,0.0,7.3339324444532394e-06,1.125037670135498e-06,4.875008016824722e-06
56,1,data_shift,shared,occupancy_32,5,0,3,3,6,5,5,0.0075,7.834052667021751e-06,1.250067725777626e-06,1.5459023416042328e-05
56,1,data_shift,shared,occupancy_32,6,0,0,0,5,5,5,0.031632,7.833121344447136e-06,7.080379873514175e-07,1.6458798199892044e-05
56,1,data_shift,shared,occupancy_32,7,0,0,0,5,5,5,0.32573375999999993,7.3749106377363205e-06,5.830079317092896e-07,1.2541888281702995e-05
57,1,data_shift,shared,occupancy_32,0,0,0,0,3,3,3,0.12,9.58307646214962e-06,9.159557521343231e-07,6.542075425386429e-06
57,1,data_shift,shared,occupancy_32,1,0,2,2,3,3,3,0.0,7.999828085303307e-06,1.2919772416353226e-06,4.917150363326073e-06
57,1,data_shift,shared,occupancy_32,2,0,0,0,3,3,3,0.12,7.417052984237671e-06,5.83939254283905e-07,4.249857738614082e-06
57,1,data_shift,shared,occupancy_32,3,0,2,2,3,3,2,0.0,7.4158888310194016e-06,1.0831281542778015e-06,4.041008651256561e-06
57,1,data_shift,shared,occupancy_32,4,0,0,0,3,3,0,0.12,7.6249707490205765e-06,5.420297384262085e-07,4.125060513615608e-06
57,1,data_shift,shared,occupancy_32,5,0,2,2,3,3,0,0.0,7.207971066236496e-06,1.125037670135498e-06,4.083150997757912e-06
57,1,data_shift,shared,occupancy_32,6,0,0,0,3,3,0,0.12,7.458031177520752e-06,4.998873919248581e-07,4.00003045797348e-06
57,1,data_shift,shared,occupancy_32,7,0,2,2,3,3,0,0.0,7.4999406933784485e-06,8.749775588512421e-07,4.00003045797348e-06
58,1,data_shift,shared,occupancy_32,0,0,0,0,6,6,6,0.272064,9.542098268866539e-06,7.920898497104645e-07,1.954217441380024e-05
58,1,data_shift,shared,occupancy_32,1,0,0,0,6,6,6,0.4434994544639999,8.165836334228516e-06,7.499475032091141e-07,1.6582896932959557e-05
58,1,data_shift,shared,occupancy_32,2,0,3,3,6,7,7,0.140256,7.665948942303658e-06,1.4579854905605316e-06,1.6458099707961082e-05
58,1,data_shift,shared,occupancy_32,3,0,0,0,7,7,3,0.304007020032,7.707858458161354e-06,5.830079317092896e-07,1.6042031347751617e-05
58,1,data_shift,shared,occupancy_32,4,0,3,3,7,7,7,0.0924,7.708091288805008e-06,1.3331882655620575e-06,1.5750061720609665e-05
58,1,data_shift,shared,occupancy_32,5,0,0,0,7,7,7,0.2733916032,7.917173206806183e-06,6.249174475669861e-07,1.591700129210949e-05
58,1,data_shift,shared,occupancy_32,6,0,2,2,7,7,3,0.23377785446399998,7.58306123316288e-06,1.1248048394918442e-06,1.550000160932541e-05
58,1,data_shift,shared,occupancy_32,7,0,0,0,7,7,3,0.3640837947489976,7.875030860304832e-06,5.41098415851593e-07,1.5041092410683632e-05
59,1,data_shift,shared,occupancy_32,0,0,0,0,4,4,0,0.265464,9.750016033649445e-06,8.33999365568161e-07,1.729186624288559e-05
59,1,data_shift,shared,occupancy_32,1,0,0,0,4,4,0,0.43308729446399996,8.249888196587563e-06,6.2515027821064e-07,1.4290912076830864e-05
59,1,data_shift,shared,occupancy_32,2,0,3,3,4,4,0,0.140256,7.875030860304832e-06,1.4170072972774506e-06,1.4541205018758774e-05
59,1,data_shift,shared,occupancy_32,3,1,0,20,4,4,2,0.2256,7.875030860304832e-06,6.2515027821064e-07,1.1707888916134834e-05
59,1,data_shift,shared,occupancy_32,4,0,3,3,4,4,0,0.0,7.707858458161354e-06,1.2919772416353226e-06,1.0292045772075653e-05
59,1,data_shift,shared,occupancy_32,5,0,0,0,4,4,0,0.2256,7.3749106377363205e-06,4.5797787606716156e-07,1.0249903425574303e-05
59,1,data_shift,shared,occupancy_32,6,0,2,2,4,0,1,0.0,7.541151717305183e-06,1.125037670135498e-06,4.583969712257385e-06
59,1,data_shift,shared,occupancy_32,7,0,0,0,0,0,3,0.12,7.790978997945786e-06,5.00120222568512e-07,1.8249964341521263e-05
60,1,data_shift,shared,occupancy_32,0,0,0,0,2,2,2,0.19524,9.541865438222885e-06,8.330680429935455e-07,1.8999911844730377e-05
60,1,data_shift,shared,occupancy_32,1,0,2,2,2,2,2,0.1444608,7.875030860304832e-06,1.416075974702835e-06,1.5083001926541328e-05
60,1,data_shift,shared,occupancy_32,2,0,0,0,2,2,2,0.2834989999104,9.875046089291573e-06,7.499475032091141e-07,1.4249933883547783e-05
60,1,data_shift,shared,occupancy_32,3,0,4,4,2,2,2,0.06247296,7.58306123316288e-06,1.8749851733446121e-06,1.295795664191246e-05
60,1,data_shift,shared,occupancy_32,4,0,0,0,2,2,2,0.2286655325184,8.083181455731392e-06,5.830079317092896e-07,1.4416174963116646e-05
60,1,data_shift,shared,occupancy_32,5,0,2,2,2,2,2,0.16784347933900798,7.790978997945786e-06,1.0831281542778015e-06,1.6417121514678e-05
60,1,data_shift,shared,occupancy_32,6,0,0,0,2,2,2,0.4955611438841856,7.750000804662704e-06,5.417969077825546e-07,1.0750023648142815e-05
60,1,data_shift,shared,occupancy_32,7,0,0,0,2,2,2,0.5617019079827756,7.62520357966423e-06,4.998873919248581e-07,1.1084135621786118e-05
61,1,data_shift,shared,occupancy_32,0,0,0,0,0,0,0,0.2256,1.1041993275284767e-05,1.125037670135498e-06,1.1582858860492706e-05
61,1,data_shift,shared,occupancy_32,1,0,3,3,0,2,2,0.0,8.292030543088913e-06,1.500127837061882e-06,9.333016350865364e-06
61,1,data_shift,shared,occupancy_32,2,0,0,0,2,2,2,0.2256,7.5409188866615295e-06,5.420297384262085e-07,9.00006853044033e-06
61,1,data_shift,shared,occupancy_32,3,0,2,2,2,2,2,0.0,7.916940376162529e-06,1.4170072972774506e-06,6.666872650384903e-06
61,1,data_shift,shared,occupancy_32,4,0,0,0,2,2,0,0.12,7.95908272266388e-06,5.83939254283905e-07,4.749977961182594e-06
61,1,data_shift,shared,occupancy_32,5,0,0,0,2,2,0,0.2112,7.58306123316288e-06,4.5797787606716156e-07,3.958819434046745e-06
61,1,data_shift,shared,occupancy_32,6,0,2,2,2,2,0,0.0,7.62520357966423e-06,1.00000761449337e-06,4.20818105340004e-06
61,1,data_shift,shared,occupancy_32,7,0,0,0,2,2,0,0.12,7.750000804662704e-06,4.591420292854309e-07,4.00003045797348e-06
62,1,data_shift,shared,occupancy_32,0,0,0,0,1,1,1,0.12,9.875046089291573e-06,8.330680429935455e-07,6.707850843667984e-06
62,1,data_shift,shared,occupancy_32,1,0,2,2,1,1,1,0.0,8.124858140945435e-06,1.2919772416353226e-06,6.416812539100647e-06
62,1,data_shift,shared,occupancy_32,2,0,0,0,1,1,0,0.12,7.709022611379623e-06,5.420297384262085e-07,4.416098818182945e-06
62,1,data_shift,shared,occupancy_32,3,0,2,2,1,1,0,0.0,7.6249707490205765e-06,1.0419171303510666e-06,4.292000085115433e-06
62,1,data_shift,shared,occupancy_32,4,0,2,2,1,1,0,0.220592780544,8.875038474798203e-06,1.3329554349184036e-06,1.4750054106116295e-05
62,1,data_shift,shared,occupancy_32,5,0,0,0,1,1,5,0.36098207441564467,7.750000804662704e-06,6.249174475669861e-07,1.4459015801548958e-05
62,1,data_shift,shared,occupancy_32,6,0,2,2,1,1,5,0.31222581667969695,7.5409188866615295e-06,1.2498348951339722e-06,1.550000160932541e-05
62,1,data_shift,shared,occupancy_32,7,0,0,0,1,1,5,0.4193677550051891,7.6249707490205765e-06,5.420297384262085e-07,1.3333046808838844e-05
63,1,data_shift,shared,occupancy_32,0,0,0,0,7,7,3,0.215832,9.917188435792923e-06,7.918570190668106e-07,1.7249956727027893e-05
63,1,data_shift,shared,occupancy_32,1,0,2,2,7,7,3,0.18684863999999995,9.207986295223236e-06,1.6249250620603561e-06,1.7208047211170197e-05
63,1,data_shift,shared,occupancy_32,2,0,0,0,7,7,7,0.33411126392831997,7.791910320520401e-06,7.080379873514175e-07,1.554097980260849e-05
63,1,data_shift,shared,occupancy_32,3,0,3,3,7,3,3,0.14577024,7.707858458161354e-06,1.3748649507761002e-06,1.416611485183239e-05
63,1,data_shift,shared,occupancy_32,4,0,0,0,3,3,3,0.31412164687871996,8.58306884765625e-06,6.66128471493721e-07,1.391698606312275e-05
63,1,data_shift,shared,occupancy_32,5,0,3,3,3,3,3,0.176596890624,7.666880264878273e-06,1.209089532494545e-06,1.3042008504271507e-05
63,1,data_shift,shared,occupancy_32,6,0,0,0,3,3,3,0.33155762323714866,1.0083895176649094e-05,7.501803338527679e-07,1.3750046491622925e-05
63,1,data_shift,shared,occupancy_32,7,0,0,0,3,3,3,0.35774830421778253,7.6249707490205765e-06,5.830079317092896e-07,1.4999881386756897e-05
32,1,matched,shared,decision_16,0,0,0,0,0,0,0,0.2256,1.0791933164000511e-05,1.708976924419403e-06,2.833409234881401e-05
32,1,matched,shared,decision_16,1,0,3,3,0,0,0,0.0,8.499948307871819e-06,1.9581057131290436e-06,1.216609962284565e-05
32,1,matched,shared,decision_16,2,0,0,0,0,0,0,0.2256,7.875030860304832e-06,7.08969309926033e-07,1.1666910722851753e-05
32,1,matched,shared,decision_16,3,0,0,0,0,0,0,0.37779455999999995,7.709022611379623e-06,5.830079317092896e-07,1.100008375942707e-05
32,1,matched,shared,decision_16,4,0,3,3,0,0,0,0.0,7.542083039879799e-06,1.334119588136673e-06,1.1041061952710152e-05
32,1,matched,shared,decision_16,5,0,2,2,0,0,0,0.2256,7.541850209236145e-06,1.3329554349184036e-06,1.679197885096073e-05
32,1,matched,shared,decision_16,6,0,0,0,0,0,0,0.4291265087999999,7.750000804662704e-06,6.658956408500671e-07,1.591700129210949e-05
32,1,matched,shared,decision_16,7,0,0,0,0,0,0,0.5575016828633087,7.58306123316288e-06,6.2515027821064e-07,1.4249933883547783e-05
33,1,matched,shared,decision_16,0,0,0,0,5,5,5,0.12,1.0292045772075653e-05,1.00000761449337e-06,8.37491825222969e-06
33,1,matched,shared,decision_16,1,0,2,2,5,5,4,0.0,7.875030860304832e-06,1.458916813135147e-06,5.417037755250931e-06
33,1,matched,shared,decision_16,2,0,0,0,5,5,6,0.12,7.6249707490205765e-06,6.658956408500671e-07,4.667090252041817e-06
33,1,matched,shared,decision_16,3,0,2,2,5,5,6,0.0,7.5409188866615295e-06,1.250067725777626e-06,4.082918167114258e-06
33,1,matched,shared,decision_16,4,0,0,0,5,5,6,0.12,7.500173524022102e-06,5.830079317092896e-07,4.041939973831177e-06
33,1,matched,shared,decision_16,5,0,2,2,5,5,6,0.0,7.4589625000953674e-06,9.168870747089386e-07,3.7499703466892242e-06
33,1,matched,shared,decision_16,6,1,2,22,5,7,2,0.23551081866178558,7.334165275096893e-06,1.1669471859931946e-06,1.4667166396975517e-05
33,1,matched,shared,decision_16,7,0,0,0,7,7,6,0.36593665745743015,7.750000804662704e-06,7.078051567077637e-07,1.1667143553495407e-05
34,1,matched,shared,decision_16,0,1,0,20,1,1,4,0.2349885,1.0499963536858559e-05,9.171199053525925e-07,1.3584038242697716e-05
34,1,matched,shared,decision_16,1,1,0,20,1,1,7,0.3880359605759999,7.792143151164055e-06,7.08969309926033e-07,1.787487417459488e-05
34,1,matched,shared,decision_16,2,0,3,3,1,3,7,0.0,3.0667055398225784e-05,4.125060513615608e-06,2.0209001377224922e-05
34,1,matched,shared,decision_16,3,0,0,0,3,3,7,0.1926,8.37491825222969e-06,1.0419171303510666e-06,1.037493348121643e-05
34,1,matched,shared,decision_16,4,0,2,2,3,1,1,0.1452,7.667113095521927e-06,1.6249250620603561e-06,9.417068213224411e-06
34,1,matched,shared,decision_16,5,1,0,20,1,1,3,0.28970976,7.750000804662704e-06,6.249174475669861e-07,1.3665994629263878e-05
34,1,matched,shared,decision_16,6,0,3,3,1,3,3,0.0,7.4999406933784485e-06,1.4998950064182281e-06,9.499955922365189e-06
34,1,matched,shared,decision_16,7,0,0,0,3,3,2,0.26632202736382965,7.500173524022102e-06,5.420297384262085e-07,1.3082986697554588e-05
35,1,matched,shared,decision_16,0,0,0,0,2,2,2,0.26586,1.1167023330926895e-05,1.00000761449337e-06,2.1124957129359245e-05
35,1,matched,shared,decision_16,1,0,0,0,2,2,2,0.43418681855999997,7.958151400089264e-06,6.658956408500671e-07,1.595797948539257e-05
35,1,matched,shared,decision_16,2,0,3,3,2,2,2,0.140256,7.458031177520752e-06,1.5830155462026596e-06,1.5167053788900375e-05
35,1,matched,shared,decision_16,3,0,0,0,2,2,2,0.34911035136,7.3749106377363205e-06,5.83939254283905e-07,1.3415934517979622e-05
35,1,matched,shared,decision_16,4,0,2,2,2,2,2,0.36738239999999994,7.333001121878624e-06,1.3329554349184036e-06,1.3875076547265053e-05
35,1,matched,shared,decision_16,5,0,3,3,2,2,2,0.06,7.541850209236145e-06,1.2079253792762756e-06,1.3916054740548134e-05
35,1,matched,shared,decision_16,6,1,0,20,2,2,6,0.30147359999999995,7.6249707490205765e-06,5.83939254283905e-07,1.3875076547265053e-05
35,1,matched,shared,decision_16,7,0,0,0,2,2,6,0.4561108141055999,7.292022928595543e-06,5.420297384262085e-07,1.4499993994832039e-05
36,1,matched,shared,decision_16,0,0,0,0,3,3,2,0.08768925,1.0624993592500687e-05,9.580980986356735e-07,2.0249979570508003e-05
36,1,matched,shared,decision_16,1,1,2,22,3,3,2,0.03681216,7.916009053587914e-06,1.4170072972774506e-06,1.8208986148238182e-05
36,1,matched,shared,decision_16,2,0,0,0,3,3,0,0.11221798598207999,7.542083039879799e-06,6.670597940683365e-07,9.040813893079758e-06
36,1,matched,shared,decision_16,3,0,3,3,3,1,1,0.08329728,7.3339324444532394e-06,1.583946868777275e-06,1.9791070371866226e-05
36,1,matched,shared,decision_16,4,0,0,0,1,1,1,0.24359047443839998,7.750000804662704e-06,5.830079317092896e-07,1.9208062440156937e-05
36,1,matched,shared,decision_16,5,1,0,20,1,1,0,0.14949265124416095,7.666880264878273e-06,6.2515027821064e-07,1.6750069335103035e-05
36,1,matched,shared,decision_16,6,1,3,23,1,3,2,0.0,7.3749106377363205e-06,1.250067725777626e-06,1.637497916817665e-05
36,1,matched,shared,decision_16,7,1,0,20,3,3,2,0.08554855147986014,7.5409188866615295e-06,4.998873919248581e-07,1.708301715552807e-05
37,1,matched,shared,decision_16,0,0,0,0,2,2,2,0.2256,1.0292045772075653e-05,8.749775588512421e-07,1.6249949112534523e-05
37,1,matched,shared,decision_16,1,0,3,3,2,1,1,0.0,7.916009053587914e-06,1.4579854905605316e-06,1.400010660290718e-05
37,1,matched,shared,decision_16,2,0,0,0,1,1,1,0.1926,7.667113095521927e-06,6.2515027821064e-07,1.295795664191246e-05
37,1,matched,shared,decision_16,3,0,0,0,1,1,5,0.32573376,7.3749106377363205e-06,4.5797787606716156e-07,1.2874836102128029e-05
37,1,matched,shared,decision_16,4,0,3,3,1,1,5,0.0,7.125083357095718e-06,1.333886757493019e-06,1.3792188838124275e-05
37,1,matched,shared,decision_16,5,0,0,0,1,1,5,0.1926,7.375143468379974e-06,4.998873919248581e-07,1.2249918654561043e-05
37,1,matched,shared,decision_16,6,0,2,2,1,3,7,0.1452,7.709022611379623e-06,1.00000761449337e-06,1.4458084478974342e-05
37,1,matched,shared,decision_16,7,0,0,0,3,3,7,0.28970976,9.458046406507492e-06,6.670597940683365e-07,1.4208024367690086e-05
38,1,matched,shared,decision_16,0,0,0,0,2,2,2,0.12,9.875046089291573e-06,8.330680429935455e-07,6.95791095495224e-06
38,1,matched,shared,decision_16,1,0,2,2,2,2,2,0.0,7.665948942303658e-06,1.2081582099199295e-06,5.124835297465324e-06
38,1,matched,shared,decision_16,2,0,0,0,2,2,2,0.12,7.250113412737846e-06,5.830079317092896e-07,4.667090252041817e-06
38,1,matched,shared,decision_16,3,0,2,2,2,2,2,0.0,7.250113412737846e-06,1.0831281542778015e-06,5.292007699608803e-06
38,1,matched,shared,decision_16,4,0,0,0,2,2,2,0.12,7.250113412737846e-06,4.998873919248581e-07,4.58303838968277e-06
38,1,matched,shared,decision_16,5,0,2,2,2,2,2,0.0,7.458031177520752e-06,1.0831281542778015e-06,4.00003045797348e-06
38,1,matched,shared,decision_16,6,0,2,2,2,2,2,0.4740651699019776,7.292022928595543e-06,1.291045919060707e-06,1.637497916817665e-05
38,1,matched,shared,decision_16,7,1,0,20,2,2,6,0.28915134839868106,7.666880264878273e-06,6.658956408500671e-07,1.529185101389885e-05
39,1,matched,shared,decision_16,0,0,0,0,2,2,2,0.28948799999999997,9.874813258647919e-06,8.752103894948959e-07,1.550000160932541e-05
39,1,matched,shared,decision_16,1,1,0,20,2,2,3,0.46813878988799995,8.00006091594696e-06,6.249174475669861e-07,3.334134817123413e-06
39,1,matched,shared,decision_16,2,0,3,3,2,3,3,0.192852,7.58306123316288e-06,1.416075974702835e-06,1.3165874406695366e-05
39,1,matched,shared,decision_16,3,0,2,2,3,3,3,0.1662,7.500173524022102e-06,1.333886757493019e-06,1.258309930562973e-05
