logical_id,method,phase,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r2/rc/3/3/ttl/answer,ttl,answer,3,3,ok,stop,246,370,0,358,12,[],2.1740252079907805,,UNKNOWN,prices_unknown
r2/rc/3/3/always/plan,always,plan,3,3,ok,stop,268,649,128,636,13,[],3.498651332920417,,UNKNOWN,prices_unknown
r2/rc/3/3/always/answer,always,answer,3,3,ok,stop,246,3362,0,3350,12,[],14.827442708192393,,UNKNOWN,prices_unknown
r2/rc/3/3/myopic/plan,myopic,plan,3,3,ok,stop,268,1532,128,1519,13,[],7.487628041068092,,UNKNOWN,prices_unknown
r2/rc/3/3/myopic/answer,myopic,answer,3,3,ok,stop,246,504,0,492,12,[],2.4094208329916,,UNKNOWN,prices_unknown
r2/rc/3/4/recheck/plan,recheck,plan,3,4,ok,stop,249,299,0,286,13,[],1.4973555831238627,,UNKNOWN,prices_unknown
r2/rc/3/4/recheck/answer,recheck,answer,3,4,ok,stop,214,287,0,277,10,[],2.0291448750067502,,UNKNOWN,prices_unknown
r2/rc/3/4/ttl/plan,ttl,plan,3,4,ok,stop,249,379,0,366,13,[],1.9449247089214623,,UNKNOWN,prices_unknown
r2/rc/3/4/ttl/answer,ttl,answer,3,4,ok,stop,214,105,0,93,12,[],1.1563296669628471,,UNKNOWN,prices_unknown
r2/rc/3/4/always/plan,always,plan,3,4,ok,stop,249,193,0,180,13,[],1.1226841660682112,,UNKNOWN,prices_unknown
r2/rc/3/4/always/answer,always,answer,3,4,ok,stop,214,315,0,305,10,[],2.129635291872546,,UNKNOWN,prices_unknown
r2/rc/3/4/myopic/plan,myopic,plan,3,4,ok,stop,249,282,0,269,13,[],1.85239087510854,,UNKNOWN,prices_unknown
r2/rc/3/4/myopic/answer,myopic,answer,3,4,ok,stop,214,111,0,101,10,[],1.0685666669160128,,UNKNOWN,prices_unknown
r2/rc/3/4/never/plan,never,plan,3,4,ok,stop,249,231,0,218,13,[],1.3640373749658465,,UNKNOWN,prices_unknown
r2/rc/3/4/never/answer,never,answer,3,4,ok,stop,214,106,0,96,10,[],0.8838248341344297,,UNKNOWN,prices_unknown
r2/rc/3/5/ttl/plan,ttl,plan,3,5,ok,stop,249,296,0,283,13,[],2.0995073751546443,,UNKNOWN,prices_unknown
r2/rc/3/5/ttl/answer,ttl,answer,3,5,ok,stop,214,116,0,106,10,[],1.4562754170037806,,UNKNOWN,prices_unknown
r2/rc/3/5/always/plan,always,plan,3,5,ok,stop,249,264,0,251,13,[],1.4463111669756472,,UNKNOWN,prices_unknown
r2/rc/3/5/always/answer,always,answer,3,5,ok,stop,214,162,0,152,10,[],1.431005374994129,,UNKNOWN,prices_unknown
r2/rc/3/5/myopic/plan,myopic,plan,3,5,ok,stop,249,149,0,136,13,[],0.9549462078139186,,UNKNOWN,prices_unknown
r2/rc/3/5/myopic/answer,myopic,answer,3,5,ok,stop,214,86,0,74,12,[],1.1480585830286145,,UNKNOWN,prices_unknown
r2/rc/3/5/never/plan,never,plan,3,5,ok,stop,249,355,0,342,13,[],1.7670558749232441,,UNKNOWN,prices_unknown
r2/rc/3/5/never/answer,never,answer,3,5,ok,stop,214,126,0,116,10,[],1.3540434578899294,,UNKNOWN,prices_unknown
r2/rc/3/5/recheck/plan,recheck,plan,3,5,ok,stop,249,185,0,171,14,[],1.233513625105843,,UNKNOWN,prices_unknown
r2/rc/3/5/recheck/answer,recheck,answer,3,5,ok,stop,214,94,0,84,10,[],1.5395612088032067,,UNKNOWN,prices_unknown
r2/rc/3/6/always/plan,always,plan,3,6,ok,stop,249,248,0,235,13,[],1.74287029216066,,UNKNOWN,prices_unknown
r2/rc/3/6/always/answer,always,answer,3,6,ok,stop,214,92,0,82,10,[],0.8287112079560757,,UNKNOWN,prices_unknown
r2/rc/3/6/myopic/plan,myopic,plan,3,6,ok,stop,249,243,0,229,14,[],1.7159973750822246,,UNKNOWN,prices_unknown
r2/rc/3/6/myopic/answer,myopic,answer,3,6,ok,stop,214,187,0,175,12,[],2.1032279999926686,,UNKNOWN,prices_unknown
r2/rc/3/6/never/plan,never,plan,3,6,ok,stop,249,138,0,125,13,[],1.3582047908566892,,UNKNOWN,prices_unknown
r2/rc/3/6/never/answer,never,answer,3,6,ok,stop,214,91,0,81,10,[],1.235542125068605,,UNKNOWN,prices_unknown
r2/rc/3/6/recheck/plan,recheck,plan,3,6,ok,stop,249,250,0,237,13,[],1.7963135000318289,,UNKNOWN,prices_unknown
r2/rc/3/6/recheck/answer,recheck,answer,3,6,ok,stop,214,197,0,187,10,[],1.7303056670352817,,UNKNOWN,prices_unknown
r2/rc/3/6/ttl/plan,ttl,plan,3,6,ok,stop,249,329,0,316,13,[],2.282916833879426,,UNKNOWN,prices_unknown
r2/rc/3/6/ttl/answer,ttl,answer,3,6,ok,stop,214,202,0,192,10,[],1.4804870830848813,,UNKNOWN,prices_unknown
r2/rc/3/7/myopic/plan,myopic,plan,3,7,ok,stop,253,363,0,350,13,[],1.9733996659051627,,UNKNOWN,prices_unknown
r2/rc/3/7/myopic/answer,myopic,answer,3,7,ok,stop,220,2804,0,2792,12,[],12.499351083068177,,UNKNOWN,prices_unknown
r2/rc/3/7/never/plan,never,plan,3,7,ok,stop,253,664,0,651,13,[],3.4082631249912083,,UNKNOWN,prices_unknown
r2/rc/3/7/never/answer,never,answer,3,7,ok,stop,220,4398,0,4388,10,[],19.32072754087858,,UNKNOWN,prices_unknown
r2/rc/3/7/recheck/plan,recheck,plan,3,7,ok,stop,253,435,0,422,13,[],2.3124793330207467,,UNKNOWN,prices_unknown
r2/rc/3/7/recheck/answer,recheck,answer,3,7,ok,stop,220,2427,0,2417,10,[],11.299418000038713,,UNKNOWN,prices_unknown
r2/rc/3/7/ttl/plan,ttl,plan,3,7,ok,stop,253,295,0,282,13,[],1.8066990000661463,,UNKNOWN,prices_unknown
r2/rc/3/7/ttl/answer,ttl,answer,3,7,ok,stop,220,3344,0,3334,10,[],14.759503417182714,,UNKNOWN,prices_unknown
r2/rc/3/7/always/plan,always,plan,3,7,ok,stop,253,317,0,304,13,[],1.7615177498664707,,UNKNOWN,prices_unknown
r2/rc/3/7/always/answer,always,answer,3,7,ok,stop,220,2633,0,2621,12,[],12.0407561250031,,UNKNOWN,prices_unknown
r2/rc/3/8/never/plan,never,plan,3,8,ok,stop,253,118,0,105,13,[],1.2576156659051776,,UNKNOWN,prices_unknown
r2/rc/3/8/never/answer,never,answer,3,8,ok,stop,224,108,0,98,10,[],1.0322531249839813,,UNKNOWN,prices_unknown
r2/rc/3/8/recheck/plan,recheck,plan,3,8,ok,stop,253,469,0,456,13,[],2.738743457943201,,UNKNOWN,prices_unknown
r2/rc/3/8/recheck/answer,recheck,answer,3,8,ok,stop,220,224,0,214,10,[],1.5445801250170916,,UNKNOWN,prices_unknown
r2/rc/3/8/ttl/plan,ttl,plan,3,8,ok,stop,253,239,0,226,13,[],1.576320624910295,,UNKNOWN,prices_unknown
r2/rc/3/8/ttl/answer,ttl,answer,3,8,ok,stop,220,492,0,482,10,[],2.5192479169927537,,UNKNOWN,prices_unknown
r2/rc/3/8/always/plan,always,plan,3,8,ok,stop,253,550,0,537,13,[],3.002947957953438,,UNKNOWN,prices_unknown
r2/rc/3/8/always/answer,always,answer,3,8,ok,stop,220,2282,0,2272,10,[],11.099584291921929,,UNKNOWN,prices_unknown
r2/rc/3/8/myopic/plan,myopic,plan,3,8,ok,stop,253,258,0,245,13,[],1.8368665829766542,,UNKNOWN,prices_unknown
r2/rc/3/8/myopic/answer,myopic,answer,3,8,ok,stop,220,4196,0,4184,12,[],18.527121166000143,,UNKNOWN,prices_unknown
r2/rc/3/9/recheck/plan,recheck,plan,3,9,ok,stop,253,478,0,465,13,[],3.492011917056516,,UNKNOWN,prices_unknown
r2/rc/3/9/recheck/answer,recheck,answer,3,9,ok,stop,220,1572,0,1562,10,[],7.236979458946735,,UNKNOWN,prices_unknown
r2/rc/3/9/ttl/plan,ttl,plan,3,9,ok,stop,253,183,0,170,13,[],1.2432803749106824,,UNKNOWN,prices_unknown
r2/rc/3/9/ttl/answer,ttl,answer,3,9,ok,stop,220,5258,0,5248,10,[],23.263994416920468,,UNKNOWN,prices_unknown
r2/rc/3/9/always/plan,always,plan,3,9,ok,stop,253,515,0,502,13,[],3.730671582976356,,UNKNOWN,prices_unknown
r2/rc/3/9/always/answer,always,answer,3,9,ok,stop,220,2482,0,2472,10,[],11.646859708009288,,UNKNOWN,prices_unknown
r2/rc/3/9/myopic/plan,myopic,plan,3,9,ok,stop,253,531,0,518,13,[],2.539804833009839,,UNKNOWN,prices_unknown
r2/rc/3/9/myopic/answer,myopic,answer,3,9,ok,stop,220,1944,0,1934,10,[],8.893767332891002,,UNKNOWN,prices_unknown
r2/rc/3/9/never/plan,never,plan,3,9,ok,stop,253,288,0,275,13,[],1.605006332974881,,UNKNOWN,prices_unknown
r2/rc/3/9/never/answer,never,answer,3,9,ok,stop,220,2162,0,2150,12,[],9.91143412492238,,UNKNOWN,prices_unknown
r2/rc/3/10/ttl/plan,ttl,plan,3,10,ok,stop,246,414,0,401,13,[],2.480928833130747,,UNKNOWN,prices_unknown
r2/rc/3/10/ttl/answer,ttl,answer,3,10,ok,stop,215,93,0,81,12,[],1.056037874892354,,UNKNOWN,prices_unknown
r2/rc/3/10/always/plan,always,plan,3,10,ok,stop,246,171,0,158,13,[],1.2314728749915957,,UNKNOWN,prices_unknown
r2/rc/3/10/always/answer,always,answer,3,10,ok,stop,215,89,0,77,12,[],1.0183034581132233,,UNKNOWN,prices_unknown
r2/rc/3/10/myopic/plan,myopic,plan,3,10,ok,stop,246,216,0,203,13,[],1.997711000032723,,UNKNOWN,prices_unknown
r2/rc/3/10/myopic/answer,myopic,answer,3,10,ok,stop,215,118,0,106,12,[],1.356709541985765,,UNKNOWN,prices_unknown
r2/rc/3/10/never/plan,never,plan,3,10,ok,stop,246,337,0,324,13,[],1.82730345800519,,UNKNOWN,prices_unknown
r2/rc/3/10/never/answer,never,answer,3,10,ok,stop,215,92,0,80,12,[],0.7709357079584152,,UNKNOWN,prices_unknown
r2/rc/3/10/recheck/plan,recheck,plan,3,10,ok,stop,246,259,0,246,13,[],1.3549992500338703,,UNKNOWN,prices_unknown
r2/rc/3/10/recheck/answer,recheck,answer,3,10,ok,stop,215,123,0,111,12,[],0.9084959169849753,,UNKNOWN,prices_unknown
r2/rc/3/11/always/plan,always,plan,3,11,ok,stop,246,235,0,222,13,[],1.477565416134894,,UNKNOWN,prices_unknown
r2/rc/3/11/always/answer,always,answer,3,11,ok,stop,215,130,0,118,12,[],1.7203675000928342,,UNKNOWN,prices_unknown
r2/rc/3/11/myopic/plan,myopic,plan,3,11,ok,stop,246,294,0,281,13,[],1.6714657079428434,,UNKNOWN,prices_unknown
r2/rc/3/11/myopic/answer,myopic,answer,3,11,ok,stop,215,125,0,113,12,[],0.9971784169320017,,UNKNOWN,prices_unknown
r2/rc/3/11/never/plan,never,plan,3,11,ok,stop,246,464,0,451,13,[],2.8184710000641644,,UNKNOWN,prices_unknown
r2/rc/3/11/never/answer,never,answer,3,11,ok,stop,215,110,0,98,12,[],1.345576207851991,,UNKNOWN,prices_unknown
r2/rc/3/11/recheck/plan,recheck,plan,3,11,ok,stop,246,343,0,330,13,[],2.0891532090026885,,UNKNOWN,prices_unknown
r2/rc/3/11/recheck/answer,recheck,answer,3,11,ok,stop,215,134,0,122,12,[],1.1203300410415977,,UNKNOWN,prices_unknown
r2/rc/3/11/ttl/plan,ttl,plan,3,11,ok,stop,246,139,0,126,13,[],0.8914092080667615,,UNKNOWN,prices_unknown
r2/rc/3/11/ttl/answer,ttl,answer,3,11,ok,stop,215,91,0,79,12,[],1.0946292078588158,,UNKNOWN,prices_unknown
