seed,family,method,cost,normalized_cost,planning_ms,execution_ms,probes,recomputed_blocks,retained_hypotheses,fallback,states_evaluated,initial_digest,final_digest,current_ok,state_ok,followup_ok,complete
10306,nuisance,graph_entropy,10.9575,0.5939024390243902,0.05730600003062136,0.5457469999328168,2,2,1,False,0,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,class_entropy,10.45,0.5663956639566395,0.0057190000006812625,0.5441640000753978,0,2,4,False,0,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,ec2,10.45,0.5663956639566395,0.007440999979735352,0.5285120000735333,0,2,4,False,0,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,myopic,10.45,0.5663956639566395,0.04571800002395321,0.5533189998914168,0,2,4,False,8,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,lookahead2,10.45,0.5663956639566395,0.2160029999913604,0.49539199994796945,0,2,4,False,27,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,exact,10.45,0.5663956639566395,0.7040140000071915,0.5211900000858805,0,2,4,False,72,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10306,nuisance,discard_replay,10.45,0.5663956639566395,0.14404600005946122,0.5210499999748208,0,2,4,False,9,e11c477c2ef21fd0f30b1cc1f675fea41809d3a11d12ae3161654fae0f3b077d,d6526700967728adb15081f380626a91a27f8b459e03dd2bdc189e7043e73bd0,True,True,True,True
10307,nuisance,restart,22.45,1.0,0.0,0.5177849999427053,0,3,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,conservative,15.45,0.688195991091314,0.0,0.4981259999112808,0,2,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,point_estimate,15.45,0.688195991091314,0.0,0.50986299993383,0,2,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,random,15.45,0.688195991091314,0.0012620000688912114,0.5285809999122648,0,2,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,graph_entropy,15.8856,0.7075991091314031,0.05789599993022421,0.5214020001176323,2,2,1,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,class_entropy,15.45,0.688195991091314,0.0058289999742555665,0.5232529999830149,0,2,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,ec2,15.45,0.688195991091314,0.00792100001945073,0.5021729999725721,0,2,4,False,0,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,myopic,15.45,0.688195991091314,0.04415699993387534,0.5715640000971689,0,2,4,False,8,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,lookahead2,15.45,0.688195991091314,0.18638900007772463,0.5218009998770867,0,2,4,False,27,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,exact,15.45,0.688195991091314,0.6740490000538557,0.6455469999764318,0,2,4,False,72,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10307,nuisance,discard_replay,15.45,0.688195991091314,0.14255400003548857,0.4842849999704413,0,2,4,False,9,4413909b65602235ea0177ee475d810579bf5d501e36305a8ae3d95d625f958d,8f62d7082057c3a38cb8a0304e494ad0146717d7668649fc637056ab2481e33a,True,True,True,True
10308,nuisance,restart,17.45,1.0,0.0,0.79212599996481,0,3,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,conservative,11.45,0.6561604584527221,0.0,0.5271499999253138,0,2,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,point_estimate,11.45,0.6561604584527221,0.0,0.5192170000327678,0,2,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,random,11.45,0.6561604584527221,0.0013020001006225357,0.5682909999222829,0,2,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,graph_entropy,11.884,0.6810315186246418,0.055332999977508734,0.5511049999995521,2,2,1,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,class_entropy,11.45,0.6561604584527221,0.005718000011256663,0.5541300000686533,0,2,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,ec2,11.45,0.6561604584527221,0.007772000003569701,0.6456759999764472,0,2,4,False,0,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,myopic,11.45,0.6561604584527221,0.044025999955010775,0.4741200000353274,0,2,4,False,8,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,lookahead2,11.45,0.6561604584527221,0.1818819999925836,0.4896630000530422,0,2,4,False,27,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,exact,11.45,0.6561604584527221,0.741830000038135,0.6433439999682378,0,2,4,False,72,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10308,nuisance,discard_replay,11.45,0.6561604584527221,0.16119199995046074,0.6003390000159925,0,2,4,False,9,b40090abe4200f3b1eb33d8fcf42d6a953ec401007974e0fa89cef8174bcece4,28715c9530c21186a7aaef97e92d364d83c7ee4c7241ca459d2a4eb972c1ce7d,True,True,True,True
10309,nuisance,restart,21.45,1.0,0.0,0.5078500000763597,0,3,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,conservative,13.45,0.627039627039627,0.0,0.49377899995306507,0,2,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,point_estimate,13.45,0.627039627039627,0.0,0.6088119999958508,0,2,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,random,13.45,0.627039627039627,0.00132200000280136,0.46204099999158643,0,2,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,graph_entropy,14.1213,0.6583356643356644,0.12913399996250519,0.5413700000644894,2,2,1,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,class_entropy,13.45,0.627039627039627,0.005939000061516708,0.5939389999412015,0,2,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,ec2,13.45,0.627039627039627,0.00759199997446558,0.5150409999714611,0,2,4,False,0,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,myopic,13.45,0.627039627039627,0.04630000000815926,0.5038239999066718,0,2,4,False,8,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,lookahead2,13.45,0.627039627039627,0.19209700008104846,0.7212209999352126,0,2,4,False,27,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,exact,13.45,0.627039627039627,0.7556719999683992,0.5757320000157051,0,2,4,False,72,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10309,nuisance,discard_replay,13.45,0.627039627039627,0.14224300002751988,0.486868999928447,0,2,4,False,9,4fed7cbd75f061c2bc836271534c7810dea1f135a171394de20fc956786cbaf3,7e7ea9acd9284d2704dcb84f9e6afd8329167155512311dc7c2db352f6403cb3,True,True,True,True
10310,nuisance,restart,25.45,1.0,0.0,0.6181550000974312,0,3,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,conservative,17.45,0.6856581532416502,0.0,0.5155819999345113,0,2,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,point_estimate,17.45,0.6856581532416502,0.0,0.5854969999745663,0,2,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,random,17.45,0.6856581532416502,0.0013420000186670222,0.5580759999475049,0,2,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,graph_entropy,18.0219,0.7081296660117878,0.0568759999168833,0.7868380000672914,2,2,1,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,class_entropy,17.45,0.6856581532416502,0.005818999966322735,0.5596280000190745,0,2,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,ec2,17.45,0.6856581532416502,0.007942000024740992,0.5555920000688275,0,2,4,False,0,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,myopic,17.45,0.6856581532416502,0.043614999981400615,0.6518359999745371,0,2,4,False,8,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,lookahead2,17.45,0.6856581532416502,0.19213699999909295,0.5125579999685215,0,2,4,False,27,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,exact,17.45,0.6856581532416502,0.6934480001064003,0.5812609998656626,0,2,4,False,72,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10310,nuisance,discard_replay,17.45,0.6856581532416502,0.1446759999907954,0.47513200001958467,0,2,4,False,9,0cafb6b7fe20d5df65161f1c8c2c7fe6d2479782cfa5680f0670e668ecca80d3,57be2871f2d35feaf46703a6ec82bbfe9ba0acdcad440ac053fa648b4d3f9214,True,True,True,True
10311,nuisance,restart,17.45,1.0,0.0,0.5444959999749699,0,3,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,conservative,14.45,0.828080229226361,0.0,0.5214010000145208,0,2,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,point_estimate,14.45,0.828080229226361,0.0,0.5294320000075459,0,2,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,random,14.45,0.828080229226361,0.0014820000160398195,0.4969939999455164,0,2,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,graph_entropy,14.769599999999999,0.8463954154727793,0.05910899994887586,0.6613699999888922,2,2,1,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,class_entropy,14.45,0.828080229226361,0.005978999979561195,0.5542899999682049,0,2,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,ec2,14.45,0.828080229226361,0.0075220000326226,0.5202489999192039,0,2,4,False,0,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,myopic,14.45,0.828080229226361,0.042144000076405064,0.5727359999809778,0,2,4,False,8,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,lookahead2,14.45,0.828080229226361,0.19592300009207975,0.5194179999534754,0,2,4,False,27,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,exact,14.45,0.828080229226361,0.7234930000095119,0.49890699995103205,0,2,4,False,72,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10311,nuisance,discard_replay,14.45,0.828080229226361,0.14078000003792113,0.49805599996943783,0,2,4,False,9,bce83aad37039e120d3fc017a42f3ff75ef35dbf072ea778812ef1246ffd7903,50122d76d00e4b24a65252840967f1e50d061084d7c6da60758069c800a163a0,True,True,True,True
10312,nuisance,restart,11.45,1.0,0.0,0.6113460000278792,0,3,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,conservative,8.45,0.7379912663755458,0.0,0.6092720000197005,0,2,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,point_estimate,8.45,0.7379912663755458,0.0,0.5978760000289185,0,2,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,random,8.45,0.7379912663755458,0.0011820000054285629,0.5748109999785811,0,2,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,graph_entropy,8.8211,0.7704017467248908,0.056856000128391315,0.5115049998494214,2,2,1,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,class_entropy,8.45,0.7379912663755458,0.005579000003308465,0.5014209999671948,0,2,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,ec2,8.45,0.7379912663755458,0.0081619999718896,0.5588770000031218,0,2,4,False,0,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,myopic,8.45,0.7379912663755458,0.04316500007917057,0.5074499998727333,0,2,4,False,8,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,lookahead2,8.45,0.7379912663755458,0.19825699996545154,0.49771499993767065,0,2,4,False,27,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,exact,8.45,0.7379912663755458,2.4081859999114386,0.5348210000875042,0,2,4,False,72,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10312,nuisance,discard_replay,8.45,0.7379912663755458,0.16474599999583006,0.48926300007678947,0,2,4,False,9,584488e74306325823bd64b4f2a5b3a95b7ad023da85ba1de2dd03f665211889,747b01a9fa5efd1eadff3722571e95266b6f4f1a22574cc58961c0ded4c2ac49,True,True,True,True
10313,nuisance,restart,23.45,1.0,0.0,0.5198790000804365,0,3,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,conservative,18.45,0.7867803837953091,0.0,0.5949909999571901,0,2,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,point_estimate,18.45,0.7867803837953091,0.0,0.49637300003269047,0,2,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,random,18.45,0.7867803837953091,0.0015120000398383127,0.500008999892998,0,2,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,graph_entropy,18.7829,0.8009765458422176,0.05860700002813246,0.5303149998781009,2,2,1,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,class_entropy,18.45,0.7867803837953091,0.0056190000350397895,0.4632330000049478,0,2,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,ec2,18.45,0.7867803837953091,0.007801000037943595,0.4947009999796137,0,2,4,False,0,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,myopic,18.45,0.7867803837953091,0.0431549999575509,0.49825600012809446,0,2,4,False,8,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,lookahead2,18.45,0.7867803837953091,0.1911360000121931,0.5807099998946796,0,2,4,False,27,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,exact,18.45,0.7867803837953091,0.6703939999397335,0.5125970000108282,0,2,4,False,72,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10313,nuisance,discard_replay,18.45,0.7867803837953091,0.14637000003858702,0.5500329999676978,0,2,4,False,9,eeaf0c6bc36fa4eeb415c06e35f7226fd2825000a60e989b2600ab2bbf26c8e6,b0d93719ec28461c2a16023e2499358cc4911d85acb1aab5d31103f0bbb625a2,True,True,True,True
10314,nuisance,restart,25.45,1.0,0.0,0.560209000013856,0,3,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,conservative,16.45,0.6463654223968566,0.0,0.5010200000015175,0,2,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,point_estimate,16.45,0.6463654223968566,0.0,0.5341599999155733,0,2,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,random,16.45,0.6463654223968566,0.0013420000186670222,0.5579560000796846,0,2,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,graph_entropy,16.7211,0.6570176817288802,0.1031450000255063,0.5180760000484952,2,2,1,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,class_entropy,16.45,0.6463654223968566,0.006900000016685226,0.49535200002992497,0,2,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,ec2,16.45,0.6463654223968566,0.008884000067155284,0.583573999847431,0,2,4,False,0,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,myopic,16.45,0.6463654223968566,0.04631900003460032,0.5105249999814987,0,2,4,False,8,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,lookahead2,16.45,0.6463654223968566,0.18998400003056304,0.4876210000475112,0,2,4,False,27,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,exact,16.45,0.6463654223968566,0.671345000000656,0.4943509999293383,0,2,4,False,72,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10314,nuisance,discard_replay,16.45,0.6463654223968566,0.14508699996440555,0.5345810000108031,0,2,4,False,9,cdceafb3d0f3c68de615d915a275d2d3ea9f2d2413ed0431edd80051c738485d,dde1b3432f156f5720f2ca9a82e5f12c81ba06f8638fccf8197a24f66e30140c,True,True,True,True
10315,nuisance,restart,26.45,1.0,0.0,0.5328180000105931,0,3,4,False,0,bcb74672df522ffc03e0b7925c6041fb7511f554ebd12be1591fc3251e83b898,9c93280a1f53f45d7ab8c02e78043da2b6ba0912a1a99a00e891d837c8dde002,True,True,True,True
