stream,condition,menu,method,step,q,failure,success,credits,budget_after,task_cost,semantic_mismatches,stale_but_correct,fresh_but_wrong,page_error,predicted_failure,planning_seconds,probe_seconds,tool_seconds
52,data_shift,shared,task_rollout2,6,4,0,1,0,0,0.0,0,0,0,0,0.1450022496,7.708091288805008e-06,5.83939254283905e-07,1.4834105968475342e-05
52,data_shift,shared,task_rollout2,7,2,0,1,0,0,0.0,0,0,0,0,0.4288601091084287,7.916009053587914e-06,5.420297384262085e-07,1.6292091459035873e-05
53,data_shift,shared,task_rollout2,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,1.0249903425574303e-05,8.330680429935455e-07,1.2249918654561043e-05
53,data_shift,shared,task_rollout2,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.95791856944561e-06,1.6249250620603561e-06,9.750016033649445e-06
53,data_shift,shared,task_rollout2,2,0,0,1,2,3,0.1,1,1,0,0,0.073125,7.916009053587914e-06,1.4170072972774506e-06,7.040798664093018e-06
53,data_shift,shared,task_rollout2,3,1,0,1,2,1,0.1,0,0,0,0,0.0,7.666880264878273e-06,1.125037670135498e-06,5.458015948534012e-06
53,data_shift,shared,task_rollout2,4,1,0,1,0,1,0.0,0,0,0,0,0.11999999999999997,2.6625115424394608e-05,8.33999365568161e-07,4.917150363326073e-06
53,data_shift,shared,task_rollout2,5,1,0,1,0,1,0.0,0,0,0,0,0.2112,2.5209039449691772e-05,7.499475032091141e-07,5.458015948534012e-06
53,data_shift,shared,task_rollout2,6,1,0,1,0,1,0.0,0,0,0,0,0.280512,2.287491224706173e-05,5.83939254283905e-07,4.542060196399689e-06
53,data_shift,shared,task_rollout2,7,1,0,1,0,1,0.0,0,0,0,0,0.33318912,1.516612246632576e-05,5.420297384262085e-07,4.125060513615608e-06
54,data_shift,shared,task_rollout2,0,1,0,1,2,6,0.1,0,0,0,0,0.0,1.0165851563215256e-05,1.4998950064182281e-06,6.416812539100647e-06
54,data_shift,shared,task_rollout2,1,4,0,1,0,6,0.0,0,0,0,0,0.03793775519999999,7.834052667021751e-06,7.08969309926033e-07,1.687486656010151e-05
54,data_shift,shared,task_rollout2,2,4,0,1,0,6,0.0,0,0,0,0,0.05005576675307519,0.0009188330732285976,9.159557521343231e-07,1.795915886759758e-05
54,data_shift,shared,task_rollout2,3,4,0,1,0,6,0.0,0,0,0,0,0.05839679149344658,0.0009960830211639404,9.578652679920197e-07,1.7625046893954277e-05
54,data_shift,shared,task_rollout2,4,4,0,1,0,6,0.0,2,1,0,0,0.06424659384337081,0.001083957962691784,8.749775588512421e-07,1.987488940358162e-05
54,data_shift,shared,task_rollout2,5,4,1,0,0,6,1.0,2,0,0,0,0.0684152072441295,0.0011025408748537302,8.749775588512421e-07,2.0792009308934212e-05
54,data_shift,shared,task_rollout2,6,4,0,1,0,6,0.0,2,1,0,0,0.07142560421464006,0.0004099588841199875,7.918570190668106e-07,1.808302477002144e-05
54,data_shift,shared,task_rollout2,7,4,1,0,0,6,1.0,1,0,0,0,0.07362343583616804,1.7833895981311798e-05,7.08969309926033e-07,1.712515950202942e-05
55,data_shift,shared,task_rollout2,0,2,0,1,0,8,0.0,0,0,0,0,0.277872,1.0124873369932175e-05,9.171199053525925e-07,1.8124934285879135e-05
55,data_shift,shared,task_rollout2,1,2,1,0,0,8,1.0,1,0,0,1,0.45171256627199996,7.875030860304832e-06,6.249174475669861e-07,3.2498501241207123e-06
55,data_shift,shared,task_rollout2,2,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.15778799999999998,7.416121661663055e-06,1.5420373529195786e-06,1.550000160932541e-05
55,data_shift,shared,task_rollout2,3,2,0,1,2,3,0.1,1,1,0,0,0.174225,7.709022611379623e-06,1.2498348951339722e-06,1.2459000572562218e-05
55,data_shift,shared,task_rollout2,4,2,1,0,0,3,1.0,1,0,0,0,0.3441084287999999,7.458031177520752e-06,5.830079317092896e-07,1.0665971785783768e-05
55,data_shift,shared,task_rollout2,5,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.144639,7.459195330739021e-06,1.1669471859931946e-06,1.3250159099698067e-05
55,data_shift,shared,task_rollout2,6,2,1,0,0,0,1.0,1,0,0,0,0.320139084288,7.4589625000953674e-06,5.841720849275589e-07,1.0584015399217606e-05
55,data_shift,shared,task_rollout2,7,2,0,1,0,0,0.0,1,1,0,0,0.4382500523483258,7.292022928595543e-06,5.420297384262085e-07,1.0875053703784943e-05
56,data_shift,shared,task_rollout2,0,3,1,0,0,8,1.0,1,0,0,0,0.20403,1.0290881618857384e-05,8.752103894948959e-07,1.4458084478974342e-05
56,data_shift,shared,task_rollout2,1,3,1,0,0,8,1.0,3,0,0,0,0.33952076927999997,7.832888513803482e-06,7.499475032091141e-07,1.5291152521967888e-05
56,data_shift,shared,task_rollout2,2,4,0,1,3,5,0.15000000000000002,1,1,0,0,0.004383,7.709022611379623e-06,1.4170072972774506e-06,1.2208009138703346e-05
56,data_shift,shared,task_rollout2,3,4,0,1,0,5,0.0,1,1,0,0,0.026257129152,7.583992555737495e-06,5.420297384262085e-07,1.0791933164000511e-05
56,data_shift,shared,task_rollout2,4,3,1,0,0,5,1.0,1,0,0,0,0.3630415273842401,7.708091288805008e-06,5.830079317092896e-07,1.058308407664299e-05
56,data_shift,shared,task_rollout2,5,3,0,1,3,2,0.15000000000000002,1,1,0,0,0.132447667968,7.417052984237671e-06,1.1669471859931946e-06,1.0624993592500687e-05
56,data_shift,shared,task_rollout2,6,3,1,0,2,0,1.1,1,0,0,0,0.1665,7.58306123316288e-06,1.2079253792762756e-06,1.6625039279460907e-05
56,data_shift,shared,task_rollout2,7,4,1,0,0,0,1.0,1,0,0,0,0.15529870079999997,1.8624821677803993e-05,7.080379873514175e-07,1.7707934603095055e-05
57,data_shift,shared,task_rollout2,0,4,1,0,0,8,1.0,1,0,0,1,0.184614,9.95793379843235e-06,9.168870747089386e-07,4.583969712257385e-06
57,data_shift,shared,task_rollout2,1,4,1,0,0,8,1.0,1,0,0,1,0.31147326566399997,7.750000804662704e-06,6.670597940683365e-07,3.2919924706220627e-06
57,data_shift,shared,task_rollout2,2,4,1,0,2,6,1.1,1,0,0,0,0.166713611328,7.417052984237671e-06,1.2919772416353226e-06,1.6666948795318604e-05
57,data_shift,shared,task_rollout2,3,0,0,1,3,3,0.15000000000000002,0,0,0,0,0.0,7.665948942303658e-06,1.4170072972774506e-06,1.2208940461277962e-05
57,data_shift,shared,task_rollout2,4,0,0,1,0,3,0.0,0,0,0,0,0.18435,9.320909157395363e-05,8.330680429935455e-07,1.354212872684002e-05
57,data_shift,shared,task_rollout2,5,0,0,1,0,3,0.0,1,1,0,0,0.31271856,0.00018858304247260094,8.330680429935455e-07,1.1582858860492706e-05
57,data_shift,shared,task_rollout2,6,0,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,0.00011250004172325134,1.8330756574869156e-06,3.237510100007057e-05
57,data_shift,shared,task_rollout2,7,0,0,1,0,0,0.0,0,0,0,0,0.2256,7.999828085303307e-06,7.920898497104645e-07,1.1250143870711327e-05
58,data_shift,shared,task_rollout2,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,9.875046089291573e-06,8.33999365568161e-07,1.912517473101616e-05
58,data_shift,shared,task_rollout2,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.790978997945786e-06,1.4579854905605316e-06,1.6208970919251442e-05
58,data_shift,shared,task_rollout2,2,0,0,1,2,3,0.1,0,0,0,0,0.12,7.541151717305183e-06,1.1669471859931946e-06,1.6041100025177002e-05
58,data_shift,shared,task_rollout2,3,0,0,1,0,3,0.0,0,0,0,0,0.305856,7.417052984237671e-06,6.249174475669861e-07,1.5624798834323883e-05
58,data_shift,shared,task_rollout2,4,1,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,7.542083039879799e-06,1.2919772416353226e-06,5.459180101752281e-06
58,data_shift,shared,task_rollout2,5,1,0,1,0,0,0.0,1,1,0,0,0.12,2.6541994884610176e-05,7.078051567077637e-07,5.58304600417614e-06
58,data_shift,shared,task_rollout2,6,1,0,1,0,0,0.0,1,1,0,0,0.21119999999999997,2.374988980591297e-05,6.670597940683365e-07,4.875008016824722e-06
58,data_shift,shared,task_rollout2,7,1,0,1,0,0,0.0,1,1,0,0,0.280512,1.6249949112534523e-05,7.08969309926033e-07,4.458008334040642e-06
59,data_shift,shared,task_rollout2,0,1,0,1,0,8,0.0,0,0,0,0,0.12,1.0291114449501038e-05,8.749775588512421e-07,6.792135536670685e-06
59,data_shift,shared,task_rollout2,1,1,0,1,2,6,0.1,0,0,0,0,0.0,8.167000487446785e-06,1.4170072972774506e-06,5.333917215466499e-06
59,data_shift,shared,task_rollout2,2,1,0,1,0,6,0.0,0,0,0,0,0.12,7.833819836378098e-06,6.668269634246826e-07,4.917150363326073e-06
59,data_shift,shared,task_rollout2,3,2,0,1,3,3,0.15000000000000002,0,0,0,0,0.1188,7.6249707490205765e-06,1.4170072972774506e-06,1.6417121514678e-05
59,data_shift,shared,task_rollout2,4,2,0,1,0,3,0.0,0,0,0,0,0.3477910272,0.0001325418706983328,8.749775588512421e-07,1.770886592566967e-05
59,data_shift,shared,task_rollout2,5,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.18741888,0.00011383299715816975,1.8330756574869156e-06,1.7625046893954277e-05
59,data_shift,shared,task_rollout2,6,2,0,1,0,0,0.0,0,0,0,0,0.38817625731072,2.487492747604847e-05,8.749775588512421e-07,1.533282920718193e-05
59,data_shift,shared,task_rollout2,7,4,0,1,0,0,0.0,0,0,0,0,0.37912498038179354,1.5875091776251793e-05,6.670597940683365e-07,1.5124911442399025e-05
60,data_shift,shared,task_rollout2,0,2,0,1,0,8,0.0,0,0,0,0,0.280578,1.0207993909716606e-05,9.16188582777977e-07,1.8709106370806694e-05
60,data_shift,shared,task_rollout2,1,2,0,1,0,8,0.0,0,0,0,0,0.4552693601279999,8.16606916487217e-06,7.499475032091141e-07,1.4750054106116295e-05
60,data_shift,shared,task_rollout2,2,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.16655399999999998,8.040806278586388e-06,1.500127837061882e-06,1.53339933604002e-05
60,data_shift,shared,task_rollout2,3,2,0,1,2,3,0.1,0,0,0,0,0.2256,7.790978997945786e-06,1.250067725777626e-06,1.3708136975765228e-05
60,data_shift,shared,task_rollout2,4,2,1,0,0,3,1.0,1,0,0,1,0.4218143327999999,7.583992555737495e-06,5.420297384262085e-07,2.9159709811210632e-06
60,data_shift,shared,task_rollout2,5,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.1254,7.958151400089264e-06,1.291045919060707e-06,1.4832941815257072e-05
60,data_shift,shared,task_rollout2,6,2,0,1,0,0,0.0,0,0,0,0,0.30915828479999996,7.457798346877098e-06,5.830079317092896e-07,1.3707904145121574e-05
60,data_shift,shared,task_rollout2,7,2,1,0,0,0,1.0,1,0,0,0,0.4305376496898048,7.708091288805008e-06,5.41098415851593e-07,1.1124880984425545e-05
61,data_shift,shared,task_rollout2,0,3,0,1,0,8,0.0,0,0,0,0,0.20403,1.0290881618857384e-05,8.330680429935455e-07,2.0124949514865875e-05
61,data_shift,shared,task_rollout2,1,3,0,1,0,8,0.0,1,1,0,0,0.33952076927999997,8.167000487446785e-06,7.08969309926033e-07,1.795799471437931e-05
61,data_shift,shared,task_rollout2,2,3,0,1,3,5,0.15000000000000002,0,0,0,0,0.092043,7.708091288805008e-06,1.541106030344963e-06,1.6416888684034348e-05
61,data_shift,shared,task_rollout2,3,2,0,1,0,5,0.0,1,1,0,0,0.3198405444479999,7.6249707490205765e-06,5.420297384262085e-07,1.537497155368328e-05
61,data_shift,shared,task_rollout2,4,2,0,1,2,3,0.1,1,1,0,0,0.30941855999999995,7.709022611379623e-06,1.334119588136673e-06,1.6750069335103035e-05
61,data_shift,shared,task_rollout2,5,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.061875,7.708091288805008e-06,1.1669471859931946e-06,1.6249949112534523e-05
61,data_shift,shared,task_rollout2,6,2,0,1,0,0,0.0,0,0,0,0,0.26954747999999995,7.750000804662704e-06,6.668269634246826e-07,2.4624867364764214e-05
61,data_shift,shared,task_rollout2,7,2,0,1,0,0,0.0,1,1,0,0,0.40505969864447994,8.500181138515472e-06,8.749775588512421e-07,1.4708144590258598e-05
62,data_shift,shared,task_rollout2,0,4,0,1,0,8,0.0,0,0,0,0,0.184614,1.0165851563215256e-05,8.328352123498917e-07,1.8165912479162216e-05
62,data_shift,shared,task_rollout2,1,4,0,1,0,8,0.0,0,0,0,0,0.31147326566399997,7.750000804662704e-06,6.658956408500671e-07,1.4541903510689735e-05
62,data_shift,shared,task_rollout2,2,4,0,1,2,6,0.1,0,0,0,0,0.166713611328,7.6249707490205765e-06,1.3329554349184036e-06,1.416611485183239e-05
62,data_shift,shared,task_rollout2,3,1,0,1,3,3,0.15000000000000002,0,0,0,0,0.0,7.916009053587914e-06,1.334119588136673e-06,4.666857421398163e-06
62,data_shift,shared,task_rollout2,4,1,0,1,0,3,0.0,0,0,0,0,0.12,7.791910320520401e-06,7.920898497104645e-07,4.083150997757912e-06
62,data_shift,shared,task_rollout2,5,1,0,1,0,3,0.0,0,0,0,0,0.2112,7.458031177520752e-06,6.2515027821064e-07,4.00003045797348e-06
62,data_shift,shared,task_rollout2,6,1,0,1,2,1,0.1,0,0,0,0,0.0,0.00011891592293977737,1.5420373529195786e-06,5.4158736020326614e-06
62,data_shift,shared,task_rollout2,7,1,0,1,0,1,0.0,0,0,0,0,0.12,1.6875099390745163e-05,6.2515027821064e-07,4.624947905540466e-06
63,data_shift,shared,task_rollout2,0,0,1,0,0,8,1.0,1,0,0,0,0.18435,1.0333023965358734e-05,9.159557521343231e-07,1.429184339940548e-05
63,data_shift,shared,task_rollout2,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.916009053587914e-06,1.500127837061882e-06,1.4499993994832039e-05
63,data_shift,shared,task_rollout2,2,0,0,1,2,3,0.1,0,0,0,0,0.12,7.832888513803482e-06,1.2919772416353226e-06,1.3208016753196716e-05
63,data_shift,shared,task_rollout2,3,0,0,1,0,3,0.0,0,0,0,0,0.305856,7.58306123316288e-06,5.83939254283905e-07,1.3249926269054413e-05
63,data_shift,shared,task_rollout2,4,0,1,0,0,3,1.0,1,0,0,0,0.43246786559999995,7.541850209236145e-06,6.249174475669861e-07,1.0834075510501862e-05
63,data_shift,shared,task_rollout2,5,0,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,7.4999406933784485e-06,1.2081582099199295e-06,1.3249926269054413e-05
63,data_shift,shared,task_rollout2,6,0,1,0,0,0,1.0,1,0,0,1,0.2256,7.708091288805008e-06,5.83939254283905e-07,2.750195562839508e-06
63,data_shift,shared,task_rollout2,7,0,1,0,0,0,1.0,1,0,0,1,0.37779455999999995,7.334165275096893e-06,4.5890919864177704e-07,2.4579931050539017e-06
0,matched,shared,task_myopic,0,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,9.33394767343998e-06,1.9581057131290436e-06,1.7041107639670372e-05
0,matched,shared,task_myopic,1,0,0,1,3,2,0.15000000000000002,0,0,0,0,0.0,0.0001477501355111599,1.7078127712011337e-06,1.2125121429562569e-05
0,matched,shared,task_myopic,2,0,1,0,2,0,1.1,1,0,0,0,0.12,9.149988181889057e-05,1.4170072972774506e-06,1.537497155368328e-05
0,matched,shared,task_myopic,3,0,0,1,0,0,0.0,0,0,0,0,0.305856,3.491691313683987e-05,7.501803338527679e-07,1.1041993275284767e-05
0,matched,shared,task_myopic,4,0,0,1,0,0,0.0,0,0,0,0,0.43246786559999995,3.516604192554951e-05,7.920898497104645e-07,1.1750031262636185e-05
0,matched,shared,task_myopic,5,0,0,1,0,0,0.0,0,0,0,0,0.52023757357056,3.4125056117773056e-05,6.2515027821064e-07,1.0875053703784943e-05
0,matched,shared,task_myopic,6,0,1,0,0,0,1.0,1,0,0,1,0.5820587646383555,3.433297388255596e-05,6.2515027821064e-07,3.3748801797628403e-06
0,matched,shared,task_myopic,7,0,1,0,0,0,1.0,1,0,0,1,0.6262219944845541,3.370898775756359e-05,5.83939254283905e-07,2.6659108698368073e-06
1,matched,shared,task_myopic,0,1,0,1,2,6,0.1,0,0,0,0,0.0,1.0041054338216782e-05,1.62515789270401e-06,7.2498805820941925e-06
1,matched,shared,task_myopic,1,0,0,1,3,3,0.15000000000000002,0,0,0,0,0.0,0.00014941697008907795,1.4998950064182281e-06,1.6416190192103386e-05
1,matched,shared,task_myopic,2,0,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,1.695798709988594e-05,1.4170072972774506e-06,1.3541895896196365e-05
1,matched,shared,task_myopic,3,0,0,1,0,0,0.0,0,0,0,0,0.2256,1.6084173694252968e-05,7.08969309926033e-07,1.3875076547265053e-05
1,matched,shared,task_myopic,4,0,0,1,0,0,0.0,0,0,0,0,0.37779455999999995,3.5667093470692635e-05,6.249174475669861e-07,1.3165874406695366e-05
1,matched,shared,task_myopic,5,0,0,1,0,0,0.0,0,0,0,0,0.48233701785599997,3.379210829734802e-05,5.00120222568512e-07,1.35831069201231e-05
1,matched,shared,task_myopic,6,0,0,1,0,0,0.0,0,0,0,0,0.5553632503136257,3.495789133012295e-05,5.830079317092896e-07,1.3167038559913635e-05
1,matched,shared,task_myopic,7,0,0,1,0,0,0.0,0,0,0,0,0.6071515088691501,3.8624973967671394e-05,5.83939254283905e-07,3.354111686348915e-05
2,matched,shared,task_myopic,0,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.0675,9.916955605149269e-06,1.583946868777275e-06,1.8083956092596054e-05
2,matched,shared,task_myopic,1,2,0,1,3,2,0.15000000000000002,0,0,0,0,0.1188,8.082948625087738e-06,1.2081582099199295e-06,1.4874851331114769e-05
2,matched,shared,task_myopic,2,2,0,1,2,0,0.1,0,0,0,0,0.2256,7.6249707490205765e-06,1.166015863418579e-06,1.4415942132472992e-05
2,matched,shared,task_myopic,3,1,0,1,0,0,0.0,0,0,0,0,0.11999999999999997,1.733284443616867e-05,6.670597940683365e-07,4.708068445324898e-06
2,matched,shared,task_myopic,4,1,0,1,0,0,0.0,0,0,0,0,0.2112,3.691716119647026e-05,5.830079317092896e-07,4.958128556609154e-06
2,matched,shared,task_myopic,5,1,0,1,0,0,0.0,0,0,0,0,0.280512,3.491691313683987e-05,5.420297384262085e-07,4.333909600973129e-06
2,matched,shared,task_myopic,6,1,0,1,0,0,0.0,0,0,0,0,0.33318912,3.429199568927288e-05,5.00120222568512e-07,4.125060513615608e-06
2,matched,shared,task_myopic,7,1,1,0,0,0,1.0,1,0,0,0,0.37322373119999996,3.366684541106224e-05,4.998873919248581e-07,4.37488779425621e-06
3,matched,shared,task_myopic,0,3,0,1,3,5,0.15000000000000002,0,0,0,0,0.0675,1.00000761449337e-05,1.5830155462026596e-06,1.808302477002144e-05
3,matched,shared,task_myopic,1,3,0,1,3,2,0.15000000000000002,0,0,0,0,0.039375,7.750000804662704e-06,1.2919772416353226e-06,1.500011421740055e-05
3,matched,shared,task_myopic,2,1,0,1,2,0,0.1,0,0,0,0,0.0,9.391689673066139e-05,1.3748649507761002e-06,5.083158612251282e-06
3,matched,shared,task_myopic,3,1,1,0,0,0,1.0,1,0,0,0,0.11999999999999997,3.600004129111767e-05,7.08969309926033e-07,4.749977961182594e-06
3,matched,shared,task_myopic,4,1,1,0,0,0,1.0,1,0,0,0,0.2112,3.5708071663975716e-05,6.249174475669861e-07,4.166038706898689e-06
3,matched,shared,task_myopic,5,3,0,1,0,0,0.0,0,0,0,0,0.48518432234221953,3.400002606213093e-05,5.420297384262085e-07,1.5249941498041153e-05
3,matched,shared,task_myopic,6,3,1,0,0,0,1.0,1,0,0,0,0.5340061375440452,3.5125063732266426e-05,6.668269634246826e-07,1.5584053471684456e-05
3,matched,shared,task_myopic,7,3,1,0,0,0,1.0,2,0,0,0,0.5691679236796653,3.4499913454055786e-05,6.670597940683365e-07,1.3082986697554588e-05
4,matched,shared,task_myopic,0,4,0,1,0,8,0.0,1,1,0,0,0.07344600000000001,1.0125106200575829e-05,8.749775588512421e-07,1.454213634133339e-05
4,matched,shared,task_myopic,1,4,0,1,0,8,0.0,2,1,0,0,0.12455120409599998,0.00014999997802078724,7.501803338527679e-07,1.0415911674499512e-05
4,matched,shared,task_myopic,2,2,1,0,3,5,1.15,1,0,0,0,0.144639,0.000140791991725564,1.4998950064182281e-06,1.0416144505143166e-05
4,matched,shared,task_myopic,3,2,0,1,3,2,0.15000000000000002,0,0,0,0,0.07125,0.00014095916412770748,1.4170072972774506e-06,1.2750038877129555e-05
4,matched,shared,task_myopic,4,2,0,1,0,2,0.0,0,0,0,0,0.32236128,1.650000922381878e-05,6.670597940683365e-07,1.2584030628204346e-05
4,matched,shared,task_myopic,5,2,0,1,2,0,0.1,0,0,0,0,0.3416521056,8.91250092536211e-05,1.3748649507761002e-06,1.2875068932771683e-05
4,matched,shared,task_myopic,6,2,1,0,0,0,1.0,1,0,0,0,0.49082204842721283,3.374996595084667e-05,5.83939254283905e-07,1.8707942217588425e-05
4,matched,shared,task_myopic,7,0,1,0,0,0,1.0,1,0,0,0,0.47401957785599996,3.424985334277153e-05,6.249174475669861e-07,1.591700129210949e-05
5,matched,shared,task_myopic,0,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,1.0499963536858559e-05,1.6249250620603561e-06,1.6208039596676826e-05
5,matched,shared,task_myopic,1,2,0,1,3,2,0.15000000000000002,0,0,0,0,0.061875,8.00006091594696e-06,1.4170072972774506e-06,1.774984411895275e-05
5,matched,shared,task_myopic,2,2,0,1,0,2,0.0,0,0,0,0,0.26861088,7.667113095521927e-06,6.66128471493721e-07,1.6208039596676826e-05
5,matched,shared,task_myopic,3,3,0,1,2,0,0.1,0,0,0,0,0.19880903519999998,9.445799514651299e-05,1.250067725777626e-06,1.8666032701730728e-05
5,matched,shared,task_myopic,4,3,0,1,0,0,0.0,0,0,0,0,0.331008138574848,3.4125056117773056e-05,6.670597940683365e-07,1.6832957044243813e-05
5,matched,shared,task_myopic,5,3,0,1,0,0,0.0,0,0,0,0,0.4230675197898873,3.487500362098217e-05,6.670597940683365e-07,1.6958918422460556e-05
5,matched,shared,task_myopic,6,4,0,1,0,0,0.0,1,1,0,0,0.1952369010334825,3.4624943509697914e-05,5.420297384262085e-07,1.2208009138703346e-05
5,matched,shared,task_myopic,7,2,1,0,0,0,1.0,1,0,0,0,0.5976938365824777,3.4999800845980644e-05,5.841720849275589e-07,1.2208009138703346e-05
6,matched,shared,task_myopic,0,1,0,1,2,6,0.1,0,0,0,0,0.0,1.0041985660791397e-05,1.4579854905605316e-06,6.624963134527206e-06
6,matched,shared,task_myopic,1,4,0,1,2,4,0.1,0,0,0,0,0.037041,7.707858458161354e-06,1.250067725777626e-06,1.795799471437931e-05
6,matched,shared,task_myopic,2,4,0,1,2,2,0.1,0,0,0,0,0.050027241599999994,0.00014958297833800316,1.416075974702835e-06,1.8958933651447296e-05
6,matched,shared,task_myopic,3,3,1,0,2,0,1.1,1,0,0,1,0.24728232,9.016599506139755e-05,1.250067725777626e-06,3.3339019864797592e-06
6,matched,shared,task_myopic,4,3,0,1,0,0,0.0,0,0,0,0,0.4182088100352,3.374996595084667e-05,7.080379873514175e-07,1.8416205421090126e-05
6,matched,shared,task_myopic,5,3,0,1,0,0,0.0,0,0,0,0,0.5304161886149394,3.3499905839562416e-05,6.249174475669861e-07,1.637497916817665e-05
6,matched,shared,task_myopic,6,3,0,1,0,0,0.0,0,0,0,0,0.6060415412943199,3.504101186990738e-05,6.670597940683365e-07,1.6667181625962257e-05
6,matched,shared,task_myopic,7,3,0,1,0,0,0.0,0,0,0,0,0.6581916153550568,3.4084077924489975e-05,6.249174475669861e-07,3.429083153605461e-05
7,matched,shared,task_myopic,0,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.07125,9.875046089291573e-06,1.541106030344963e-06,1.9582919776439667e-05
7,matched,shared,task_myopic,1,2,0,1,3,2,0.15000000000000002,0,0,0,0,0.061875,7.707858458161354e-06,1.2919772416353226e-06,1.695798709988594e-05
7,matched,shared,task_myopic,2,2,0,1,0,2,0.0,0,0,0,0,0.26954748,7.6249707490205765e-06,6.670597940683365e-07,1.591583713889122e-05
7,matched,shared,task_myopic,3,2,0,1,2,0,0.1,0,0,0,0,0.2478224496,7.6249707490205765e-06,1.1248048394918442e-06,1.5666941180825233e-05
7,matched,shared,task_myopic,4,2,1,0,0,0,1.0,1,0,0,0,0.3857584232782848,7.667113095521927e-06,5.830079317092896e-07,1.650000922381878e-05
7,matched,shared,task_myopic,5,2,1,0,0,0,1.0,2,0,0,0,0.4799334452104256,8.290866389870644e-06,8.749775588512421e-07,1.5833880752325058e-05
7,matched,shared,task_myopic,6,2,1,0,0,0,1.0,2,0,0,0,0.5456481060868876,7.916940376162529e-06,6.670597940683365e-07,1.254095695912838e-05
7,matched,shared,task_myopic,7,2,1,0,0,0,1.0,1,0,0,0,0.5923377209418629,7.666880264878273e-06,5.420297384262085e-07,1.158309169113636e-05
8,matched,shared,task_myopic,0,3,0,1,3,5,0.15000000000000002,0,0,0,0,0.061875,9.834067896008492e-06,1.6670674085617065e-06,1.6875099390745163e-05
8,matched,shared,task_myopic,1,3,0,1,3,2,0.15000000000000002,0,0,0,0,0.1089,7.832888513803482e-06,1.4579854905605316e-06,1.4125136658549309e-05
8,matched,shared,task_myopic,2,3,1,0,2,0,1.1,1,0,0,0,0.219,7.790978997945786e-06,1.209089532494545e-06,1.5040859580039978e-05
8,matched,shared,task_myopic,3,3,1,0,0,0,1.0,1,0,0,0,0.40525663199999995,7.582828402519226e-06,6.249174475669861e-07,1.3459008187055588e-05
8,matched,shared,task_myopic,4,3,1,0,0,0,1.0,3,0,0,1,0.5247644078776319,7.541850209236145e-06,5.420297384262085e-07,2.8330832719802856e-06
8,matched,shared,task_myopic,5,3,1,0,0,0,1.0,3,0,0,1,0.6038416035805823,7.4999406933784485e-06,5.417969077825546e-07,2.8330832719802856e-06
8,matched,shared,task_myopic,6,3,1,0,0,0,1.0,2,0,0,1,0.6575869515146069,7.4999406933784485e-06,5.00120222568512e-07,2.6670750230550766e-06
8,matched,shared,task_myopic,7,3,1,0,0,0,1.0,2,0,0,1,0.6949536987377853,7.375143468379974e-06,4.5797787606716156e-07,2.5830231606960297e-06
9,matched,shared,task_myopic,0,4,0,1,0,8,0.0,1,1,0,0,0.07344600000000001,9.167008101940155e-06,7.499475032091141e-07,1.7124926671385765e-05
9,matched,shared,task_myopic,1,4,0,1,0,8,0.0,1,1,0,0,0.12455120409599998,7.6249707490205765e-06,5.830079317092896e-07,1.3709068298339844e-05
9,matched,shared,task_myopic,2,4,0,1,2,6,0.1,1,1,0,0,0.044524547712,7.458031177520752e-06,1.2919772416353226e-06,1.391698606312275e-05
9,matched,shared,task_myopic,3,4,0,1,0,6,0.0,2,1,0,0,0.10039999094712729,0.00014899997040629387,6.249174475669861e-07,1.3083219528198242e-05
9,matched,shared,task_myopic,4,4,0,1,0,6,0.0,1,1,0,0,0.1409193179294178,0.00014391588047146797,6.668269634246826e-07,1.4166813343763351e-05
9,matched,shared,task_myopic,5,4,0,1,3,3,0.15000000000000002,0,0,0,0,0.006307031808,0.00013708299957215786,1.5420373529195786e-06,1.5666941180825233e-05
9,matched,shared,task_myopic,6,3,0,1,3,0,0.15000000000000002,0,0,0,0,0.061875,0.00012433412484824657,1.4170072972774506e-06,1.491699367761612e-05
9,matched,shared,task_myopic,7,1,0,1,0,0,0.0,0,0,0,0,0.2112,1.6124919056892395e-05,5.830079317092896e-07,4.58303838968277e-06
